car_id,engine_power_hp,car_age_years,mileage_thousand_km,previous_owners,photos_in_listing,price_million_kzt
773,70,10,171.8,4,7,4.1
774,158,9,149.6,2,22,9.0
775,223,0,175.1,2,27,13.9
776,174,11,242.5,3,19,8.6
777,256,2,146.4,3,25,15.2
778,188,6,140.9,2,24,11.4
779,70,0,26.6,1,20,7.4
780,212,11,229.5,3,7,11.1
781,105,12,241.5,3,6,5.3
782,151,14,245.6,2,11,7.6
783,134,1,55.9,1,26,10.8
784,155,1,64.3,2,23,11.7
785,247,6,159.3,2,30,14.5
786,224,2,70.3,1,9,15.2
787,83,10,251.4,4,13,4.3
788,183,4,242.4,3,24,10.7
789,121,5,129.2,2,4,8.8
790,230,2,86.1,2,18,14.6
791,248,5,135.8,1,30,16.0
792,141,1,82.5,3,14,10.0
793,218,8,121.9,2,4,12.9
794,224,1,155.5,2,13,14.8
795,208,1,16.8,1,5,15.0
796,229,13,236.0,4,25,11.6
797,162,8,197.7,2,22,9.2
798,189,10,163.2,2,20,10.8
799,167,9,147.1,2,24,9.3
800,174,8,139.5,2,24,10.3
801,169,1,54.4,2,13,12.4
802,70,9,166.2,3,12,5.4
803,159,0,16.6,1,15,13.0
804,227,15,224.2,3,6,11.6
805,96,5,113.7,2,5,7.8
806,139,13,198.2,3,21,7.5
807,70,3,146.4,2,13,6.2
808,182,6,110.5,3,10,11.9
809,167,6,208.4,1,10,11.2
810,210,9,177.6,4,11,11.3
811,244,14,260.0,2,5,12.0
812,114,7,120.5,1,17,8.1
813,121,11,198.9,3,25,6.2
814,189,2,88.9,1,28,13.6
815,132,1,61.8,1,13,10.5
816,194,13,227.1,4,14,9.0
817,70,13,218.3,2,15,3.6
818,142,4,160.6,2,4,10.1
819,98,10,181.2,3,11,6.8
820,72,3,91.6,2,6,6.2
821,163,10,154.1,2,18,8.8
822,94,8,187.0,1,26,5.7
823,122,8,218.3,1,13,8.1
824,125,15,256.4,2,15,6.6
825,70,11,247.2,3,19,4.0
826,188,2,68.7,2,19,12.9
827,168,6,139.0,2,30,10.4
828,161,14,236.9,2,5,8.1
829,132,12,186.6,4,9,6.5
830,226,7,140.4,2,14,13.1
831,168,4,137.9,2,10,11.1
832,92,2,61.1,2,24,8.1
833,172,0,32.1,1,23,13.3
834,214,4,65.5,2,13,14.0
835,145,15,267.0,2,29,6.7
836,147,11,205.1,4,26,7.3
837,176,4,61.4,1,20,12.3
838,193,15,279.6,3,8,8.9
839,176,8,128.4,2,10,10.9
840,132,13,197.0,3,15,7.9
841,187,12,239.7,3,11,9.6
842,139,15,274.0,2,17,7.7
843,136,0,55.8,1,9,10.8
844,218,14,291.5,4,26,10.1
845,133,11,240.8,3,13,6.5
846,106,1,62.6,2,6,8.8
847,180,3,216.7,3,17,10.9
848,100,0,38.2,1,9,9.3
849,213,2,65.5,1,25,14.7
850,156,2,83.2,1,9,11.5
851,207,9,141.3,4,13,11.1
852,151,5,137.0,1,8,10.1
853,95,3,99.1,1,22,8.4
854,70,12,212.1,2,10,3.8
855,99,7,168.2,2,5,6.5
856,212,3,73.9,2,19,14.2
857,123,13,209.5,3,11,6.6
858,198,6,114.5,3,15,12.3
859,209,3,66.1,3,29,12.9
860,70,2,103.8,3,23,6.6
861,126,12,188.7,4,17,5.9
862,141,8,156.3,3,18,8.8
863,228,11,163.3,4,14,12.3
864,236,11,231.6,4,7,10.8
865,109,9,142.6,2,22,7.2
866,185,5,149.9,1,18,12.3
867,167,5,81.1,3,18,11.6
868,88,11,202.5,3,24,5.1
869,209,3,64.9,2,4,13.1
870,243,10,191.3,2,19,12.6
871,91,1,49.4,1,13,9.1
872,185,10,166.9,3,27,10.3
873,111,5,78.2,3,21,9.0
874,207,11,179.7,2,22,12.4
875,209,12,171.5,3,21,11.4
876,129,4,144.2,3,13,8.7
877,139,3,114.5,2,12,10.6
878,237,12,188.6,4,21,12.7
879,138,10,234.8,4,11,7.5
880,207,14,296.4,2,30,10.1
881,70,1,44.9,1,26,7.9
882,70,4,108.0,2,18,6.9
883,207,13,197.9,4,13,9.9
884,161,1,127.6,3,14,11.9
885,131,4,118.9,1,6,9.2
886,86,10,184.1,4,12,4.7
887,158,1,30.5,3,28,11.0
888,72,13,202.1,3,20,2.8
889,136,0,15.8,2,11,11.1
890,182,0,18.8,1,19,13.9
891,129,15,283.2,4,27,4.9
892,70,10,200.4,3,20,4.0
893,70,5,91.4,1,5,6.5
894,119,1,126.3,1,25,9.9
895,70,11,216.7,3,17,3.6
896,187,3,65.2,2,28,12.3
897,104,1,37.3,3,14,9.2
898,108,9,182.6,2,18,6.3
899,123,3,160.0,2,6,8.9
900,100,1,66.1,3,17,8.5
901,216,15,234.7,3,20,9.9
902,106,11,159.5,4,6,6.2
903,75,4,100.8,3,27,5.7
904,201,12,197.9,3,27,10.6
905,104,8,135.7,3,14,7.7
906,225,3,135.1,3,13,14.5
907,183,15,232.5,2,10,9.8
908,119,9,161.4,2,20,7.4
909,149,15,294.1,2,29,7.7
910,87,11,176.9,2,16,6.6
911,81,1,54.6,1,9,8.2
912,205,4,63.2,3,22,13.4
913,124,9,267.4,3,21,6.7
914,135,10,165.8,3,16,8.9
915,118,12,212.3,4,28,5.9
916,152,14,320.0,3,16,8.0
917,129,7,155.7,3,8,8.1
918,149,11,224.9,4,12,8.5
919,149,14,270.8,2,12,6.5
920,220,2,87.6,2,7,14.8
921,120,1,76.4,1,5,9.4
922,142,13,203.5,3,14,8.2
923,155,4,86.0,1,8,10.6
924,96,10,181.2,2,21,4.3
925,175,12,198.2,3,10,9.1
926,142,3,69.5,3,20,9.6
927,117,9,168.0,2,28,8.6
928,105,2,35.1,2,20,9.5
929,143,4,83.9,1,30,10.8
930,160,0,29.2,2,4,12.1
931,171,10,160.6,2,12,10.4
932,188,13,206.8,4,13,8.9
933,131,3,54.9,3,5,9.6
934,222,14,317.1,4,22,10.2
935,155,11,188.7,4,8,8.6
936,209,12,219.9,3,15,10.8
937,132,4,112.3,2,28,9.3
938,211,6,127.5,2,25,12.7
939,153,4,123.4,3,13,10.7
940,110,10,155.5,3,9,6.4
941,128,9,201.8,2,28,8.0
942,163,3,167.1,3,16,10.8
943,70,15,255.1,2,23,2.2
944,162,9,202.4,4,28,9.2
945,70,14,197.3,4,27,3.5
946,160,1,41.5,1,28,12.0
947,105,5,137.8,2,10,8.1
948,83,3,65.4,3,5,7.2
949,119,5,97.0,1,22,9.1
950,220,8,243.1,1,15,12.9
951,243,1,98.5,3,15,15.4
952,131,9,141.0,4,4,7.1
953,229,10,200.9,4,10,12.1
954,167,15,240.2,3,29,8.4
955,245,5,78.7,1,23,16.3
956,156,1,23.9,3,23,11.9
957,191,7,121.6,1,27,12.6
958,96,13,205.3,3,19,4.6
959,220,3,63.9,1,17,15.0
960,199,9,150.1,3,13,10.8
961,217,3,116.9,2,5,14.5
962,241,7,116.0,3,8,14.0
963,136,1,110.8,2,5,10.3
964,178,3,82.7,2,28,11.6
965,70,4,115.4,2,16,6.9
966,105,2,51.8,2,15,7.8
967,87,3,88.4,1,22,8.5
968,199,10,157.2,4,22,10.8
969,186,14,272.5,4,22,8.9
970,177,5,218.8,3,8,11.4
971,165,4,114.6,3,25,10.5
972,267,5,131.0,3,10,16.3
973,204,14,247.9,2,26,10.2
974,127,9,152.5,4,5,7.6
975,252,15,272.7,2,9,12.6
976,251,2,109.5,3,30,16.5
977,205,6,152.8,1,6,11.8
978,70,9,320.0,4,17,3.3
979,106,0,33.6,3,23,9.1
980,182,5,136.3,3,12,11.0
981,138,15,242.5,2,29,7.0
982,70,7,193.1,2,16,5.0
983,164,13,202.8,2,14,8.8
984,116,6,99.7,3,10,7.6
985,172,3,85.7,2,4,11.2
986,172,6,94.9,2,22,10.7
987,239,9,200.3,3,14,13.2
988,108,5,95.4,3,9,7.9
989,217,7,125.1,3,11,13.2
990,105,6,139.7,3,18,7.5
991,215,8,172.4,2,14,12.5
992,185,7,129.3,1,29,11.9
993,180,4,116.1,3,26,12.7
994,165,9,163.6,2,22,10.3
995,119,0,94.4,3,25,10.0
996,178,5,100.0,3,24,11.4
997,186,14,224.7,2,14,9.0
998,223,13,232.1,4,8,12.0
999,177,9,195.0,4,23,9.5
1000,182,14,257.2,4,8,8.5
