student_id,study_hours_per_week,classes_attended,phone_hours_per_day,work_hours_per_week,siblings,exam_score
696,7.1,21,3.3,2,4,60.2
697,12.0,26,6.5,10,4,70.3
698,4.8,22,4.1,28,4,44.3
699,10.2,22,3.7,7,1,70.9
700,3.9,15,3.3,28,1,34.7
701,4.8,19,3.4,10,0,53.9
702,11.2,20,7.3,4,4,62.2
703,9.4,20,4.0,15,0,56.1
704,9.0,25,6.3,19,2,56.4
705,5.4,27,7.5,25,4,38.4
706,11.3,26,3.8,23,1,67.9
707,13.6,30,5.1,2,1,81.5
708,6.2,19,2.5,19,1,57.4
709,7.2,28,4.8,8,1,63.7
710,18.0,30,4.1,0,2,93.6
711,5.3,19,5.1,18,2,42.3
712,5.5,23,3.3,8,4,54.3
713,10.9,25,8.5,26,2,51.9
714,2.9,16,4.6,22,0,34.0
715,9.3,30,3.5,28,2,64.0
716,2.7,24,1.8,24,1,44.4
717,10.1,30,3.9,18,2,71.8
718,4.0,20,5.9,25,3,39.2
719,3.3,15,7.5,2,1,37.2
720,6.5,10,3.5,28,4,42.2
721,11.0,16,1.6,2,3,73.9
722,9.7,29,5.9,9,3,68.9
723,8.6,22,3.6,21,0,58.1
724,3.9,19,3.9,15,2,45.9
725,2.4,23,5.0,4,2,42.4
726,9.7,19,5.0,10,3,59.9
727,5.3,21,4.1,0,1,50.5
728,9.2,24,5.0,11,0,57.8
729,5.7,30,3.5,22,0,58.5
730,2.0,16,4.0,3,4,45.8
731,9.4,23,4.8,29,3,54.9
732,13.6,28,3.8,27,0,74.3
733,9.4,29,4.0,21,3,62.8
734,7.3,21,6.7,8,1,42.6
735,6.4,25,5.5,9,3,57.2
736,11.2,25,6.9,30,1,53.5
737,8.3,19,3.4,26,4,55.8
738,10.1,25,5.1,27,4,53.1
739,8.5,18,6.4,25,4,50.8
740,10.1,29,6.2,22,0,62.2
741,5.8,10,3.8,25,3,45.2
742,7.4,17,5.1,28,4,44.5
743,6.6,20,4.0,26,1,54.6
744,6.3,19,4.9,29,2,49.3
745,10.1,25,3.7,5,1,58.0
746,11.6,23,3.6,9,3,62.1
747,12.3,30,7.5,2,0,68.6
748,5.8,20,4.2,17,3,44.8
749,1.5,9,5.9,0,3,30.0
750,6.4,25,5.7,19,3,53.2
751,9.9,25,3.7,2,2,72.6
752,5.2,17,4.4,18,2,43.6
753,17.0,30,5.6,30,0,73.8
754,6.0,28,4.3,8,3,58.4
755,11.9,18,2.6,27,0,72.3
756,11.2,21,5.3,0,1,61.3
757,10.3,21,6.6,22,3,53.3
758,2.6,19,5.2,12,2,35.2
759,6.9,17,1.0,29,4,54.6
760,13.4,28,2.5,13,3,80.2
761,10.5,15,3.1,15,0,62.3
762,7.9,16,5.6,17,0,47.2
763,8.9,14,3.2,25,0,50.8
764,8.9,20,4.8,1,0,57.1
765,5.7,11,6.0,2,0,47.2
766,4.7,21,4.9,27,4,47.7
767,9.1,23,4.1,23,4,60.5
768,19.1,30,3.9,23,0,88.8
769,3.6,9,5.6,1,3,37.5
770,9.6,24,3.6,15,2,63.8
771,4.8,20,2.7,22,2,52.8
772,11.8,20,6.1,14,2,62.1
773,10.4,21,5.5,29,2,54.2
774,12.1,24,6.5,19,4,57.6
775,15.9,30,6.0,13,2,80.9
776,12.7,26,4.2,30,2,64.7
777,5.3,21,6.1,21,1,41.4
778,9.2,24,3.2,3,0,64.4
779,4.8,18,4.9,0,2,50.8
780,7.8,24,3.4,11,0,60.9
781,6.6,22,7.1,23,3,42.4
782,8.0,17,2.2,11,2,58.4
783,5.1,19,6.0,1,1,48.9
784,9.8,25,2.7,30,2,63.0
785,4.7,18,3.4,11,4,52.1
786,2.1,15,3.5,29,4,34.6
787,10.4,25,4.0,17,3,70.4
788,9.1,19,5.3,26,3,56.8
789,12.1,27,4.1,18,0,71.5
790,4.0,10,3.3,5,3,43.5
791,11.4,30,3.6,26,2,68.9
792,11.4,30,2.8,30,3,69.5
793,9.8,21,7.7,3,3,58.6
794,5.2,21,4.3,8,1,44.7
795,14.7,23,2.1,28,4,77.7
796,3.7,17,6.6,8,3,35.6
797,8.0,24,4.1,9,0,67.9
798,5.9,23,8.3,17,3,40.4
799,6.7,21,5.3,28,4,51.5
800,9.4,23,3.1,22,1,57.4
801,7.8,21,3.0,5,0,62.3
802,6.5,21,5.8,29,4,42.6
803,9.0,27,6.9,21,1,53.8
804,12.8,23,7.3,5,0,66.9
805,9.7,28,5.1,24,4,56.4
806,4.6,23,2.6,28,1,46.3
807,5.6,19,2.1,15,4,52.4
808,7.2,22,5.4,27,0,42.2
809,4.9,21,3.1,12,1,54.7
810,13.9,26,8.2,10,0,67.7
811,3.4,22,5.0,1,2,53.9
812,5.5,27,4.6,5,4,51.9
813,11.3,29,4.4,0,2,72.7
814,5.6,14,2.3,1,3,57.3
815,4.1,20,1.6,3,2,50.4
816,10.8,26,6.3,14,0,60.2
817,6.3,15,1.2,7,1,56.7
818,8.2,22,3.9,4,1,60.3
819,1.2,18,1.8,27,3,45.6
820,8.9,19,2.0,18,0,63.8
821,5.6,28,5.9,22,0,46.6
822,10.7,18,6.0,13,0,58.0
823,9.6,22,5.8,3,0,59.8
824,5.6,24,3.3,1,0,54.7
825,3.5,16,1.0,11,3,56.1
826,8.5,22,5.7,24,3,50.7
827,9.9,28,7.3,6,3,53.9
828,2.6,16,5.2,5,0,47.9
829,10.4,22,3.4,14,1,64.4
830,6.2,20,6.9,27,0,45.6
831,10.0,28,5.0,10,2,61.3
832,10.5,19,7.1,6,2,53.9
833,16.1,30,3.4,23,1,80.9
834,7.3,24,7.0,7,3,49.2
835,10.8,27,4.4,24,0,66.9
836,0.6,21,3.0,13,4,38.7
837,10.4,21,3.1,18,0,64.0
838,8.8,22,2.7,12,3,58.8
839,10.4,23,6.7,4,4,63.5
840,13.5,30,5.2,30,4,68.3
841,9.5,26,5.0,20,0,52.8
842,8.9,19,5.4,7,0,62.2
843,4.4,11,6.3,5,2,41.2
844,11.2,16,4.9,29,0,59.7
845,6.5,18,6.8,14,2,42.8
846,12.7,27,5.2,27,2,67.2
847,6.6,17,7.8,14,4,47.1
848,0.0,10,3.3,15,2,30.5
849,5.0,26,2.7,13,2,57.9
850,16.0,30,3.3,7,4,87.9
851,6.5,17,5.8,13,2,43.9
852,17.6,30,5.1,20,2,83.6
853,10.2,19,4.1,9,1,62.1
854,3.1,17,5.5,6,0,42.1
855,8.1,25,5.5,16,3,53.9
856,4.5,19,6.3,17,2,37.6
857,11.3,26,4.9,6,0,71.9
858,2.8,20,2.6,0,0,51.1
859,4.8,12,4.0,27,4,35.5
860,6.1,23,5.5,18,4,48.5
861,15.7,30,5.1,26,2,69.0
862,9.3,24,5.4,7,4,66.9
863,11.6,29,6.5,3,1,66.5
864,4.3,12,3.5,20,0,42.2
865,1.5,11,5.1,8,0,30.9
866,8.4,24,3.8,13,3,64.3
867,4.9,18,5.2,14,4,43.2
868,6.9,19,5.9,15,4,43.5
869,15.8,30,5.0,19,0,76.6
870,10.2,30,5.2,18,3,66.5
871,14.5,28,1.0,20,3,79.0
872,2.9,20,5.7,8,2,38.3
873,1.4,15,3.7,29,1,34.6
874,4.3,24,2.3,23,0,48.9
875,6.5,25,4.2,1,4,58.9
876,10.8,24,6.2,28,1,52.9
877,9.2,16,8.5,8,0,45.5
878,4.4,22,6.5,24,0,36.9
879,2.7,21,4.3,19,2,38.2
880,4.5,20,2.8,27,0,49.1
881,5.0,17,6.1,17,2,44.1
882,11.6,30,2.6,26,2,70.7
883,1.2,10,6.3,2,4,37.5
884,10.9,29,1.0,23,3,80.6
885,6.6,17,3.7,11,2,54.8
886,11.4,25,1.0,26,3,66.3
887,5.6,23,6.5,27,2,45.0
888,4.7,20,2.5,14,2,48.3
889,14.0,30,5.2,3,1,80.3
890,6.5,24,7.2,8,0,53.1
891,6.9,21,2.4,4,2,59.0
892,7.9,18,1.8,24,0,59.3
893,3.7,16,5.7,10,4,43.7
894,8.1,25,6.2,21,0,62.1
895,5.3,22,7.3,25,2,36.6
896,8.7,25,7.0,24,4,51.7
897,5.5,17,4.2,0,0,50.1
898,7.9,16,3.3,25,3,54.0
899,7.7,25,1.7,6,4,63.1
900,4.9,18,5.2,22,1,37.8
901,3.4,17,4.7,23,4,41.8
902,6.1,20,2.3,21,0,53.8
903,2.7,6,1.9,0,1,46.0
904,5.4,18,4.2,29,4,36.9
905,9.7,18,3.3,8,2,62.2
906,5.1,24,5.0,3,4,50.1
907,5.8,20,6.2,0,0,52.2
908,2.1,16,6.4,27,1,29.7
909,3.9,24,4.5,15,0,46.5
910,2.2,16,6.0,2,3,41.1
911,7.4,25,5.5,18,4,50.0
912,4.3,17,5.5,14,1,46.7
913,4.8,24,7.4,16,1,45.4
914,6.9,17,3.5,23,1,58.7
915,5.9,18,4.1,7,1,51.9
916,9.7,18,2.0,30,0,61.3
917,4.2,16,4.3,26,1,36.1
918,12.0,26,4.9,4,3,71.1
919,16.1,30,3.2,27,3,80.6
920,4.1,17,3.0,2,3,56.2
921,5.9,23,2.9,29,4,50.9
922,7.2,24,2.0,12,3,63.8
923,7.5,28,3.8,17,3,54.7
924,6.4,18,3.3,5,1,59.3
925,6.4,26,3.0,3,1,62.1
926,5.7,23,6.0,24,4,46.1
927,1.8,16,5.1,23,4,37.6
928,4.1,24,5.3,12,3,38.2
929,8.3,22,4.6,0,1,60.7
930,7.2,17,3.8,8,0,55.9
931,2.3,11,6.1,6,1,35.2
932,12.4,25,3.1,3,2,79.1
933,9.9,29,5.6,7,2,67.5
934,4.4,20,5.0,25,1,45.2
935,15.0,22,4.1,27,2,73.7
936,6.7,20,5.1,15,2,53.6
937,2.7,16,2.8,19,2,47.5
938,12.2,26,7.4,28,2,56.3
939,9.1,28,6.1,12,3,61.6
940,5.2,20,3.1,26,1,51.4
941,7.3,22,3.2,7,0,59.4
942,16.9,30,5.6,13,1,82.2
943,3.4,16,4.0,25,1,37.9
944,0.0,19,3.6,19,0,37.5
945,6.5,22,1.6,9,2,64.1
946,18.3,30,3.4,18,4,92.8
947,4.5,17,2.1,6,4,51.6
948,10.1,21,6.4,3,3,60.2
949,11.1,22,4.7,3,2,67.1
950,6.5,23,4.6,7,1,56.8
951,0.0,13,3.7,18,1,36.4
952,10.7,24,3.6,21,1,59.0
953,12.3,24,3.3,12,3,71.1
954,14.5,23,4.1,2,1,76.3
955,9.1,23,2.2,8,1,66.1
956,9.1,28,3.6,9,0,67.0
957,10.9,29,4.7,21,4,63.8
958,8.7,22,4.1,8,2,63.2
959,3.8,17,3.2,21,3,42.5
960,12.1,27,5.7,13,1,70.5
961,8.4,25,5.6,26,0,51.8
962,12.2,25,3.6,19,3,71.7
963,1.4,21,6.6,24,4,23.9
964,14.5,30,2.5,26,3,82.4
965,6.2,16,5.5,8,0,47.1
966,2.3,9,4.9,7,2,36.4
967,9.1,18,9.0,18,2,43.7
968,9.9,22,4.7,3,4,65.9
969,0.0,16,2.6,10,0,38.0
970,11.5,29,3.9,29,2,62.7
971,10.4,23,1.0,29,1,66.3
972,11.3,26,3.0,28,1,74.2
973,1.3,12,4.4,20,1,29.2
974,11.0,22,3.1,28,4,63.4
975,4.6,11,4.7,17,4,41.7
976,7.0,26,2.8,13,3,54.2
977,2.1,23,2.7,13,2,45.3
978,2.9,10,3.8,1,1,46.1
979,7.9,20,7.1,24,2,45.4
980,9.4,18,4.6,9,3,57.0
981,10.3,24,4.9,16,3,55.6
982,10.1,25,6.6,26,3,55.5
983,5.9,20,3.9,9,0,57.8
984,2.9,18,6.0,30,0,31.1
985,3.2,18,5.7,0,0,42.3
986,2.7,17,4.2,16,1,39.7
987,3.0,17,2.1,16,0,39.5
988,10.4,26,6.7,18,3,59.9
989,4.9,22,2.8,23,4,46.9
990,2.9,16,4.4,2,3,41.3
991,2.0,15,4.6,13,2,42.1
992,7.8,17,5.3,26,3,47.2
993,11.8,21,4.0,29,4,63.9
994,10.5,28,2.9,20,0,64.2
995,0.6,11,6.6,9,0,24.8
996,5.4,24,3.3,21,4,49.0
997,14.0,30,3.0,1,4,82.2
998,13.2,29,2.6,12,0,80.7
999,11.2,30,5.8,15,4,63.3
1000,0.7,19,4.6,14,0,32.1
