batch_id,material_kg,machine_hours,worker_hours,energy_kwh,units_produced,defect_rate_percent,supervisor_age_years,factory_age_years,production_cost_thousand_kzt
403,174.9,5.8,55.6,780.1,201,5.8,33,22,1212.9
404,965.2,8.6,146.2,1750.1,425,4.3,56,23,2135.2
405,278.0,62.0,89.1,2741.5,2061,4.2,47,39,2214.4
406,838.9,4.5,30.0,2717.1,2048,6.8,65,30,2114.7
407,990.0,51.9,159.8,541.0,898,1.8,49,3,2401.6
408,864.7,69.1,155.9,193.6,2006,0.8,28,32,2578.5
409,137.2,56.7,93.4,1332.3,2069,2.8,58,14,2006.2
410,590.3,29.5,78.8,2807.3,549,5.1,40,26,2051.8
411,567.3,26.5,124.1,2552.3,2029,4.1,50,10,2257.0
412,253.4,30.5,52.8,2891.8,1932,7.2,45,4,2103.4
413,1104.0,43.1,19.5,1876.5,476,1.1,34,33,1999.8
414,411.8,28.0,56.6,188.7,2352,4.1,61,9,1627.1
415,1194.5,14.8,87.8,681.3,732,5.0,61,13,2036.0
416,254.9,39.3,142.0,1785.8,864,4.0,51,25,2018.3
417,275.9,78.4,111.2,282.3,1163,6.5,52,22,2230.9
418,1199.9,44.4,28.4,2262.2,1563,0.7,42,21,2363.2
419,337.4,48.1,88.6,1033.2,903,7.8,45,8,1856.9
420,460.2,37.8,37.6,790.8,843,4.0,64,32,1364.7
421,627.9,23.6,110.8,1185.6,305,4.4,31,31,1920.8
422,459.2,48.2,122.8,994.7,2283,2.8,28,34,2296.8
423,219.8,52.4,28.4,2661.5,1674,4.7,59,4,1927.5
424,1073.4,57.5,21.8,437.5,1700,3.7,52,17,2205.1
425,669.6,22.6,153.8,275.7,1760,6.1,63,7,2229.7
426,571.9,4.2,101.2,436.8,2282,4.7,44,9,1940.4
427,834.2,55.0,61.0,533.9,2074,6.2,45,10,2398.5
428,623.2,44.1,48.7,1408.2,940,1.5,56,28,1682.0
429,504.3,68.6,84.6,1989.5,1687,7.5,63,25,2818.2
430,137.4,77.0,137.7,1527.4,1530,6.6,48,10,2382.6
431,568.1,14.7,46.8,404.4,1297,2.9,42,5,1393.6
432,117.2,42.7,40.2,1650.7,102,2.7,45,16,1230.1
433,459.8,57.5,92.7,437.6,329,2.1,36,31,1679.7
434,807.3,52.5,14.4,330.7,161,3.0,26,31,1682.1
435,233.6,50.5,48.9,1084.7,1603,2.4,47,13,1686.5
436,899.9,32.2,90.2,2444.9,1833,6.7,45,19,2562.3
437,830.1,55.6,124.4,1097.3,287,6.1,64,28,2409.7
438,166.8,40.0,148.3,1342.0,2404,3.5,34,4,2012.8
439,556.5,5.0,50.7,2369.6,2128,5.5,43,11,1929.7
440,740.3,19.2,82.2,2700.3,2189,0.9,36,38,2047.4
441,496.8,38.8,94.7,2289.6,970,6.3,27,18,2053.1
442,904.8,32.5,29.3,2137.6,1650,6.0,52,13,2229.8
443,282.8,37.6,120.3,1062.5,1460,1.4,64,27,1708.9
444,141.7,27.7,134.8,370.9,802,1.3,65,11,1370.1
445,246.6,57.7,148.3,1410.6,1164,3.0,28,34,2138.5
446,838.8,49.2,80.3,1631.6,2414,5.6,26,20,2685.6
447,829.4,48.2,39.1,2863.3,301,0.3,47,4,1894.9
448,1006.3,23.8,60.4,2933.7,2487,1.0,44,34,2475.4
449,772.0,35.2,30.1,214.7,1776,5.0,43,9,1883.7
450,1079.4,79.7,58.9,2681.6,350,6.3,55,16,2615.6
451,782.9,31.7,158.8,1485.0,407,1.6,60,25,2194.5
452,1071.8,4.7,32.7,2908.8,1310,6.0,35,27,2144.7
453,121.0,43.1,91.0,2380.7,1536,4.6,55,29,1975.9
454,1019.7,54.6,39.4,2530.3,1816,4.8,31,34,2710.4
455,292.1,50.4,136.9,2306.0,330,2.6,47,29,2186.4
456,356.0,36.3,17.7,1089.6,1424,2.7,53,23,1402.3
457,1136.7,50.3,96.4,670.6,1449,5.5,47,28,2646.4
458,207.3,13.0,140.4,2396.9,2369,6.7,59,31,2344.2
459,463.4,22.1,77.3,1427.5,346,0.4,44,18,1523.3
460,169.5,50.5,15.9,2443.4,547,4.9,35,9,1625.8
461,762.1,42.0,151.1,1913.4,295,2.7,43,24,2335.5
462,621.6,61.5,126.9,579.6,546,6.0,40,23,2337.0
463,518.7,24.7,96.9,1665.1,670,3.6,47,27,1879.3
464,672.2,16.1,20.6,890.5,923,6.8,28,9,1569.7
465,556.5,15.0,148.1,2746.5,1683,6.7,26,10,2605.4
466,1117.0,5.2,115.9,2567.0,1796,7.3,34,24,2614.6
467,295.2,69.1,47.0,692.8,591,5.0,32,8,1671.6
468,1082.8,9.6,87.3,2942.5,267,0.5,26,4,2229.8
469,825.4,9.1,105.9,1483.1,1779,7.5,62,36,2253.4
470,856.9,44.3,117.4,2561.8,1120,0.7,26,14,2338.5
471,555.1,42.9,159.8,1258.1,2328,7.0,34,31,2482.1
472,331.7,64.2,145.1,742.0,617,2.1,40,17,2042.0
473,346.5,41.4,97.8,754.9,1701,1.3,40,19,1769.1
474,506.7,64.1,24.1,657.5,727,7.4,29,16,1871.2
475,794.3,45.6,64.3,625.1,2092,4.0,59,36,1948.3
476,122.3,73.9,90.8,636.6,2130,6.3,58,1,2217.7
477,259.0,48.5,114.4,174.9,1130,3.7,43,28,1661.1
478,678.4,64.0,56.9,1304.4,2019,3.1,61,40,2195.8
479,1137.8,75.7,113.5,2150.2,2265,4.5,48,3,3076.3
480,1112.0,55.6,130.1,2011.3,316,1.3,53,40,2549.5
481,522.6,15.8,149.7,563.8,739,2.3,53,35,1851.0
482,418.1,76.5,48.5,975.8,2179,1.8,37,39,2072.3
483,924.0,12.5,46.4,1259.7,1724,2.9,46,40,1958.2
484,1189.9,39.4,95.5,2196.4,2488,4.1,37,5,2927.0
485,849.3,31.9,113.2,1206.7,1152,6.5,53,23,2458.3
486,149.1,50.6,82.1,2290.7,2389,4.9,33,34,2024.1
487,841.8,53.3,147.0,1421.9,1177,6.8,29,28,2586.7
488,856.3,7.7,25.6,799.3,341,0.5,46,21,1356.2
489,614.3,23.1,141.6,2102.2,374,2.9,52,2,2016.6
490,925.7,18.7,26.6,2665.0,2266,1.4,51,11,2038.9
491,461.7,27.9,56.9,344.5,1946,1.4,49,17,1430.3
492,644.5,13.7,36.3,2815.8,147,5.5,53,4,1524.5
493,1023.1,14.7,73.5,2358.2,2066,7.3,27,36,2607.0
494,796.1,7.7,50.1,327.9,999,3.4,26,17,1459.2
495,796.4,78.9,128.1,2863.4,2388,2.3,28,27,3115.2
496,144.4,47.9,89.6,1704.1,2289,4.9,39,13,2025.3
497,1090.7,47.0,60.8,2803.0,1220,4.1,52,13,2558.1
498,1143.4,74.7,124.9,842.9,2237,2.4,35,2,2902.0
499,1010.1,14.6,10.1,2054.5,1893,5.4,35,29,2129.9
500,485.3,28.5,21.3,320.1,1377,4.7,41,5,1349.0
501,1182.7,13.5,155.6,208.2,1231,0.6,38,4,2177.9
502,887.0,25.0,132.4,603.0,1530,6.5,44,39,2410.8
503,380.2,33.1,138.9,2387.3,1680,7.8,41,24,2531.1
504,629.7,44.3,152.5,2330.7,280,2.5,39,36,2206.9
505,653.8,21.9,13.6,2842.5,1954,7.1,27,16,1956.1
506,716.4,34.2,105.1,1015.4,1830,1.1,42,12,1897.6
507,527.3,74.8,127.7,589.8,339,2.4,55,6,2119.9
508,529.9,10.0,23.8,1311.1,440,1.3,63,35,1265.9
509,264.0,6.3,62.0,631.8,427,3.6,27,30,982.0
510,220.0,52.4,54.4,1760.1,1249,3.8,56,4,1780.9
511,452.9,22.9,131.9,2665.3,2464,1.1,56,30,2227.4
512,466.6,52.7,149.7,2957.3,1919,2.2,60,17,2703.9
513,216.3,70.3,22.3,1818.4,527,4.8,62,6,1609.0
514,1124.6,31.5,22.6,1514.5,1579,4.1,25,22,2092.3
515,303.8,61.2,20.7,1043.1,299,4.7,34,12,1416.0
516,357.2,78.8,11.8,1969.0,1987,4.2,58,10,2063.9
517,695.9,76.1,69.7,1970.2,1155,0.6,57,23,2300.4
518,662.0,72.0,116.7,529.6,1432,2.4,60,40,2255.0
519,111.4,9.0,133.9,1392.6,651,4.7,48,13,1422.3
520,735.5,35.0,69.9,2775.0,1865,5.7,38,21,2527.5
521,458.3,38.7,64.5,1700.0,1005,6.9,48,40,1910.4
522,689.9,15.8,141.4,1490.3,281,6.3,25,36,2023.0
523,1073.1,16.2,13.7,2177.0,1449,7.6,61,17,2076.7
524,1155.9,16.0,95.5,1744.7,1067,5.3,52,30,2317.3
525,774.7,43.3,134.2,992.9,205,3.0,50,21,2141.3
526,777.5,23.6,97.2,1916.5,1715,2.0,60,24,2113.0
527,976.9,4.3,78.4,1567.6,1136,7.6,55,27,2198.7
528,367.0,15.1,109.6,327.6,1222,3.8,57,8,1623.3
529,365.9,4.6,148.7,2089.2,1627,6.3,57,8,1946.5
530,358.0,77.7,66.5,1117.0,1980,7.7,55,27,2289.0
531,1119.6,15.8,129.0,1902.9,913,7.3,33,17,2597.1
532,136.4,69.3,81.3,627.0,2236,5.2,64,8,2188.7
533,389.2,22.6,143.3,1877.5,904,4.8,52,38,2040.6
534,262.4,30.9,152.7,1211.7,948,1.4,49,18,1699.1
535,409.4,19.2,121.2,319.7,1335,7.3,58,31,1809.4
536,252.7,30.7,50.4,2286.4,1007,5.0,39,28,1729.3
537,306.3,6.5,157.1,2918.0,2319,1.8,53,7,2379.1
538,1015.1,17.6,119.9,1333.0,2368,4.5,46,2,2408.7
539,920.5,25.5,50.2,2016.5,519,4.4,62,38,1904.5
540,539.5,16.1,109.7,796.5,911,2.3,65,31,1752.6
541,768.6,59.1,60.3,2465.8,879,2.7,61,11,2088.6
542,533.2,30.9,112.2,1800.7,672,1.0,55,40,1769.8
543,367.1,22.9,10.0,1876.1,253,1.9,34,25,1213.1
544,1042.7,38.5,145.3,2257.0,2189,2.4,38,35,2965.5
545,307.2,28.7,148.9,470.0,311,4.5,63,5,1542.1
546,1163.7,28.8,157.0,2785.7,381,7.3,59,19,2798.1
547,387.3,14.2,109.9,2807.5,2242,6.4,65,31,2288.0
548,393.2,60.2,51.8,746.4,788,2.1,52,12,1618.0
549,701.0,32.0,82.3,480.0,2379,0.3,58,3,1965.0
550,456.7,4.7,73.7,1347.5,721,6.8,48,15,1487.2
551,555.3,26.8,150.0,2194.8,716,3.3,49,31,2323.0
552,945.9,56.0,33.9,241.0,1243,1.6,59,39,1897.8
553,488.3,72.1,116.5,1767.3,2421,0.3,26,2,2457.7
554,271.8,77.8,151.6,1097.7,904,0.3,27,21,2136.6
555,670.5,45.3,124.1,1679.1,1982,2.8,46,7,2442.8
556,199.3,52.3,109.3,1466.8,2309,2.5,47,36,2220.5
557,281.0,17.9,16.2,2145.6,616,0.2,28,4,1090.1
558,538.0,24.1,125.3,1137.8,164,5.7,64,21,1747.1
559,1161.7,13.6,64.6,525.4,1745,1.8,48,1,1957.9
560,980.7,48.2,14.2,172.8,2402,0.8,39,7,1898.4
561,906.4,46.3,151.4,2926.6,103,7.7,25,36,2919.1
562,1038.2,18.1,92.8,637.2,1001,1.5,28,11,1976.3
563,819.6,63.3,35.8,1543.8,1711,2.9,61,12,2257.8
564,719.8,74.2,33.3,1912.5,1603,6.7,35,37,2444.9
565,954.7,43.0,103.7,1142.0,1325,1.9,65,4,2330.4
566,378.9,12.2,80.0,2265.1,1763,2.0,54,22,1742.0
567,1136.3,22.2,55.0,284.0,1413,6.0,33,40,1927.0
568,1014.9,24.5,59.6,798.6,1721,0.3,47,13,2078.6
569,654.9,18.7,26.2,1958.2,969,2.4,37,37,1562.9
570,983.4,74.8,66.4,1973.2,216,3.4,64,19,2405.7
571,698.5,4.0,123.9,498.3,1731,1.6,33,30,1867.2
572,300.7,41.6,28.5,2943.2,2119,2.1,46,4,1806.9
573,510.7,76.3,12.9,265.8,2149,5.0,28,40,1768.3
574,372.8,4.8,105.1,1678.8,815,4.6,53,3,1690.2
575,183.3,47.2,110.7,489.4,1059,5.1,31,2,1797.2
576,375.0,61.4,92.0,1307.4,1636,3.4,25,36,2207.4
577,525.3,76.3,70.6,1857.0,801,7.5,37,33,2275.7
578,717.1,13.4,78.1,1393.2,2284,6.2,52,34,2215.2
579,846.4,76.5,94.2,2995.8,171,4.2,25,37,2714.2
580,881.1,78.2,43.9,925.6,650,7.6,64,5,2444.4
581,474.2,67.2,131.0,1632.6,1919,7.7,52,19,2674.0
582,1138.9,4.6,32.6,793.6,1176,1.6,29,21,1613.5
583,962.0,8.4,53.4,2201.6,1317,0.8,61,17,1927.7
584,1170.2,13.9,83.6,901.9,2438,2.0,35,12,2082.0
585,792.9,56.1,108.5,1645.3,1523,3.0,30,27,2442.5
586,426.4,53.7,87.7,2868.3,1379,2.1,51,8,2222.0
587,1126.1,68.9,126.0,1345.3,386,6.0,60,15,2859.7
588,552.4,51.2,131.9,2660.8,1615,3.8,26,40,2639.9
589,1146.8,78.0,117.1,2418.5,147,0.5,44,2,2976.9
590,661.6,11.3,93.8,1763.3,2273,2.6,30,11,2026.3
591,395.2,12.8,122.5,888.2,2095,1.5,48,2,1867.6
592,431.1,50.4,137.4,1994.2,1341,2.7,62,8,2427.4
593,354.4,9.2,73.9,1299.9,978,2.3,60,6,1408.8
594,1014.0,47.3,27.1,2062.0,1477,2.6,42,13,2122.2
595,393.4,6.3,103.7,2704.0,145,3.7,58,35,1622.6
596,451.3,42.7,19.6,2251.5,1362,7.1,27,5,2139.7
597,1036.6,42.5,105.0,1859.1,2139,6.2,42,30,2742.8
598,689.1,15.0,121.8,1122.0,1922,2.8,40,39,2110.4
599,1193.1,47.6,73.6,2165.9,1885,4.5,56,9,2843.5
600,303.5,18.9,52.3,2318.2,1326,0.3,30,28,1404.1
601,121.6,76.6,89.8,1005.7,807,6.3,30,29,2059.5
602,1078.6,54.0,74.2,756.9,238,0.2,62,17,1994.3
603,169.0,47.0,47.4,2097.1,221,2.6,40,32,1541.1
604,809.2,34.1,134.3,1172.3,461,4.9,44,14,2192.5
605,199.2,53.0,117.1,1978.4,2174,4.3,46,21,2212.6
606,131.6,45.8,129.9,1227.2,502,5.3,36,38,1715.3
607,308.5,34.8,15.1,2946.1,2200,3.5,41,29,1817.4
608,380.0,23.6,25.7,2283.3,1644,6.7,43,18,1859.2
609,108.6,62.7,90.9,2629.2,1475,5.5,45,21,2197.9
610,139.2,71.3,132.1,396.5,446,6.5,62,4,1852.0
611,774.4,54.6,140.2,920.7,1103,4.0,41,16,2469.4
612,910.8,56.0,86.1,1383.6,1259,1.7,40,23,2209.7
613,617.6,58.6,91.1,1990.9,1229,3.4,44,29,2307.9
614,386.4,27.3,13.2,492.6,1678,2.6,33,19,1481.3
615,400.0,39.2,119.4,2862.2,1638,1.9,37,34,2138.6
616,592.0,24.7,55.5,2679.3,1147,4.3,35,39,1964.0
617,1026.2,16.7,157.2,1537.5,1917,5.6,26,3,2673.4
618,909.5,30.8,15.8,425.9,829,1.3,33,32,1582.5
619,342.5,32.1,16.3,493.5,432,2.1,44,36,986.3
620,916.7,38.8,154.4,1272.7,442,1.9,64,32,2240.6
621,910.2,18.2,152.5,1816.4,885,7.5,59,12,2466.1
622,1016.5,32.1,129.2,2551.5,875,3.5,51,18,2471.0
623,711.9,72.2,125.2,1898.1,199,0.4,57,33,2387.4
624,1136.1,17.1,126.2,383.1,1619,2.7,41,23,2210.6
625,607.9,6.7,72.8,559.3,2273,1.8,55,2,1649.0
626,363.5,6.1,118.6,1704.6,893,3.5,61,6,1670.9
627,788.9,49.9,155.5,738.3,1672,4.4,65,17,2579.0
628,269.5,30.8,107.8,341.1,1653,0.3,38,5,1471.4
629,826.6,39.8,23.6,1430.2,294,3.2,36,22,1818.5
630,524.7,45.5,11.8,2185.0,812,4.0,26,21,1764.4
631,190.4,79.8,50.1,2194.9,847,0.8,51,3,1725.9
632,267.7,20.7,79.0,2454.9,1039,7.1,45,18,1716.1
633,932.6,11.7,152.9,1287.4,1307,4.0,63,5,2217.8
634,1043.7,53.2,143.0,386.5,635,8.0,46,9,2593.7
635,619.9,44.4,103.6,2040.9,1178,7.5,50,39,2378.1
636,1042.3,31.5,133.7,379.0,1290,3.8,30,33,2395.9
637,399.4,65.6,159.2,2701.3,1212,5.6,57,1,2723.9
638,553.3,34.9,29.4,2447.3,1375,3.4,33,13,1923.5
639,296.4,60.6,32.5,775.5,465,7.5,49,22,1850.3
640,960.5,59.6,39.2,1625.0,1906,5.0,64,13,2508.9
641,504.9,38.1,55.2,428.3,2390,0.9,41,34,1861.9
642,448.0,26.1,49.9,643.9,383,6.1,65,31,1571.5
643,946.4,34.8,75.7,1003.7,1043,6.0,26,27,2147.2
644,785.5,6.2,84.8,1821.1,1171,7.7,27,29,2262.2
645,551.9,79.1,11.7,1466.4,712,6.2,35,21,1966.5
646,144.8,9.6,123.7,1372.5,2142,6.7,39,8,2014.9
647,389.5,8.2,68.8,1445.1,460,6.8,41,13,1480.9
648,103.0,67.2,69.4,2173.1,1323,3.2,33,21,1927.3
649,675.5,32.9,97.0,1046.5,902,3.2,29,26,1958.5
650,1128.8,22.7,74.1,999.1,579,5.2,57,12,2182.8
651,498.8,22.7,154.1,1323.0,539,2.5,30,37,1957.0
652,530.6,30.6,155.3,1269.0,1410,2.6,46,11,2115.6
653,967.5,35.8,13.8,963.2,1740,6.2,35,5,2041.8
654,850.9,76.4,97.1,1732.0,769,5.6,63,33,2574.0
655,775.5,4.9,69.6,462.7,2039,3.0,53,19,1872.3
656,698.8,44.2,128.3,2935.0,356,3.0,40,18,2499.1
657,1169.2,79.1,115.7,2304.8,1865,1.9,53,22,3124.7
658,256.5,38.8,45.4,644.7,1178,6.8,48,22,1470.8
659,780.3,44.3,124.7,1053.9,1700,2.8,63,22,2368.3
660,649.0,71.0,91.2,728.5,114,2.2,51,30,2029.0
661,818.2,5.3,34.7,1000.6,2419,7.8,60,3,2147.1
662,977.6,17.1,44.1,556.2,1700,3.0,46,7,1809.5
663,647.1,33.7,108.4,2848.5,1214,0.9,59,34,2018.5
664,321.8,78.6,101.3,2482.4,2086,4.6,43,3,2511.1
665,847.3,22.5,152.3,2347.9,1696,6.1,37,38,2559.5
666,249.4,34.1,65.1,585.4,2375,1.6,47,12,1632.6
667,1108.1,39.1,101.0,1426.7,658,4.5,51,22,2445.3
668,1146.4,40.7,150.2,331.3,1759,2.2,47,11,2620.1
669,1121.4,5.8,158.4,1339.3,801,5.1,58,17,2400.5
670,184.3,53.5,72.4,2677.2,1434,3.4,61,37,2178.6
671,332.4,29.0,131.7,982.7,417,2.9,51,15,1818.5
672,600.5,25.8,139.8,224.6,2107,1.9,54,7,2251.2
673,1180.0,65.8,103.5,1672.0,2102,4.7,27,8,3154.1
674,710.3,56.2,43.2,398.4,684,7.9,39,9,1964.2
675,588.3,13.9,73.5,1970.8,1396,0.4,36,17,1766.9
676,621.2,37.6,100.6,240.1,517,1.4,42,23,1532.7
677,511.5,40.9,64.7,2698.3,1510,6.4,58,22,2331.5
678,345.6,41.0,35.4,1415.4,327,1.1,47,17,1251.2
679,896.2,17.4,94.0,2259.4,1224,1.4,47,10,2208.9
680,839.2,14.3,44.4,659.7,1479,4.7,41,35,1784.4
681,522.6,16.5,117.1,823.3,1691,6.2,49,34,1799.5
682,1070.9,14.6,116.3,2111.1,2169,6.8,57,13,2732.1
683,735.9,38.0,88.5,1288.7,890,3.8,29,37,2129.1
684,426.9,71.5,98.0,887.3,1717,4.4,62,40,2174.9
685,296.9,51.4,26.3,1200.9,1456,3.8,28,28,1546.0
686,139.4,74.6,28.6,1698.2,184,0.7,58,37,1438.5
687,521.9,33.1,96.1,1603.1,1184,3.8,51,30,2178.6
688,818.8,71.7,15.8,2322.5,1037,6.3,56,36,2216.5
689,1125.6,55.8,135.8,671.1,568,0.4,57,3,2232.0
690,862.8,63.1,73.2,1536.1,1753,6.5,40,37,2520.3
691,971.7,4.3,120.4,779.8,2322,6.4,49,17,2317.0
692,557.9,19.9,30.5,961.4,1638,6.7,63,2,1788.8
693,516.8,8.4,141.8,2033.9,2286,5.1,50,30,2296.0
694,527.0,26.1,27.9,830.7,1654,2.8,44,9,1440.9
695,318.3,21.3,139.1,1988.3,683,4.1,51,32,1949.0
696,663.2,15.7,143.8,1356.7,467,2.7,44,4,1817.7
697,831.3,53.1,147.5,2404.6,1805,6.3,38,3,2950.4
698,493.0,39.9,155.8,2358.7,1858,5.5,26,11,2616.3
699,792.8,61.6,67.4,1457.6,2176,7.0,44,13,2561.2
700,937.4,65.7,20.8,2290.8,2030,4.9,55,24,2604.3
701,194.2,45.0,131.6,2007.8,677,6.8,59,7,2165.8
702,329.3,33.4,37.6,2519.3,1057,7.7,44,9,1935.4
703,189.4,37.0,113.9,2941.5,1968,4.8,60,8,2359.6
704,617.9,31.5,111.7,1120.2,1466,2.2,47,6,2093.3
705,1052.2,11.8,139.2,1026.3,317,7.1,44,33,2166.9
706,785.5,13.5,88.3,718.6,2036,6.8,64,33,2020.2
707,1154.1,47.5,121.3,2065.3,396,4.5,53,2,2726.7
708,719.5,48.7,86.6,1027.0,748,3.8,42,13,2110.2
709,465.3,58.7,62.5,1474.6,945,5.3,46,33,2052.4
710,1109.2,67.1,142.7,1411.2,1573,0.8,29,37,2595.6
711,293.7,43.2,32.1,1851.8,2115,0.8,63,21,1686.5
712,305.5,68.6,49.1,403.6,1950,5.9,52,29,1972.5
713,845.8,12.8,66.2,2528.2,222,5.4,46,20,1981.6
714,580.0,74.0,70.6,2016.1,2236,1.9,64,20,2347.5
715,581.8,25.2,100.7,2372.7,209,3.5,54,12,1978.4
716,687.3,42.1,35.0,2289.2,152,5.2,43,10,1807.0
717,671.1,48.2,80.5,2431.8,2127,3.3,62,40,2558.3
718,737.2,71.5,153.5,232.2,684,1.4,29,11,2299.1
719,661.6,15.1,79.8,2416.2,2248,2.4,37,14,2058.2
720,762.4,54.4,14.5,2298.7,1415,6.4,45,3,2355.9
721,241.6,72.9,124.1,1765.8,1704,7.9,64,29,2607.9
722,978.0,68.3,156.0,1339.7,1707,5.1,27,14,2853.1
723,861.9,53.7,90.0,225.5,2114,5.4,46,32,2334.0
724,603.3,8.1,53.4,313.7,1395,5.2,55,3,1513.9
725,952.0,17.3,153.8,552.9,403,6.0,55,23,2060.7
726,402.8,63.5,136.7,2186.2,1179,1.9,43,29,2340.5
727,346.4,52.9,100.5,2221.6,1052,5.2,38,7,2264.8
728,501.7,74.3,47.7,2971.0,2482,5.8,37,5,2609.6
729,420.7,70.3,21.0,1894.9,159,7.1,37,15,1850.7
730,196.6,5.6,84.6,2905.0,1415,4.4,32,13,1818.2
731,222.7,72.4,106.0,322.2,1858,3.5,58,22,1991.5
732,582.3,48.3,141.9,203.7,2452,3.3,53,4,2303.4
733,675.7,32.0,93.1,2983.2,1277,0.4,25,3,1960.1
734,1097.2,71.8,77.2,1734.2,1928,4.0,34,31,2815.7
735,660.8,17.6,131.6,2979.5,2181,7.3,54,22,2611.7
736,595.4,28.0,122.5,1216.7,657,2.2,60,36,1734.1
737,511.3,71.0,110.7,1127.2,869,0.2,47,6,1998.3
738,920.4,13.0,98.5,1009.9,1687,3.8,58,4,2137.9
739,345.6,77.7,10.7,1979.2,2057,2.3,64,15,2090.0
740,895.9,64.6,78.0,2302.8,1427,4.3,64,10,2596.8
741,1177.5,35.2,28.3,2153.5,176,4.1,56,40,2111.5
742,1197.7,35.1,18.7,2566.5,595,4.7,47,36,2292.2
743,942.7,69.1,83.1,1301.1,2370,3.4,45,1,2670.1
744,599.9,69.9,138.7,2631.6,2098,2.0,48,22,2596.9
745,543.6,8.0,91.8,1867.4,1546,0.6,25,40,1884.4
746,407.2,63.5,158.4,1335.2,2457,4.9,38,22,2753.6
747,571.4,10.9,155.5,2959.3,492,5.1,26,4,2218.8
748,919.6,78.2,90.2,1571.8,1923,1.6,52,11,2598.7
749,198.0,57.2,59.9,2336.0,2196,4.7,31,16,2065.6
750,378.1,67.9,113.0,1644.2,750,6.5,26,25,2304.1
751,1121.1,24.1,12.4,2047.3,2474,4.7,36,39,2441.4
752,488.0,60.0,115.2,1603.5,1753,5.5,34,16,2535.7
753,602.7,74.4,48.0,2687.7,1062,6.6,32,18,2617.3
754,930.4,11.7,140.2,1714.0,554,0.5,50,12,2085.4
755,533.2,70.9,91.2,970.1,1591,7.3,62,32,2491.3
756,183.7,12.7,55.1,903.2,1973,4.1,35,33,1343.8
757,799.7,50.4,32.8,2327.4,865,7.3,49,15,2326.2
758,1063.5,43.6,44.3,2353.4,186,6.8,33,23,2232.3
759,1177.4,79.2,157.1,620.4,1330,7.8,34,25,3176.7
760,849.8,24.9,153.0,2305.8,415,1.5,52,40,2276.6
761,395.5,5.0,23.0,2278.0,173,4.6,37,23,1227.7
762,495.8,79.8,99.1,1890.5,1471,5.2,37,16,2665.9
763,1017.7,79.8,40.6,2713.2,1874,5.9,31,24,2823.3
764,198.3,52.6,104.3,501.7,626,1.0,42,31,1467.1
765,480.1,64.5,107.7,737.3,1543,1.6,38,10,2188.0
766,556.4,9.8,56.4,1497.9,2454,2.1,53,29,1512.3
767,403.1,11.0,93.1,2499.3,185,7.5,28,26,1903.8
768,494.1,5.8,100.7,418.0,2090,3.3,40,21,1723.1
769,753.1,77.4,20.1,1362.8,1921,5.8,34,12,2437.5
770,231.4,35.4,48.5,1085.5,598,1.2,54,14,1211.1
771,925.0,42.9,86.6,2942.8,2239,5.9,56,36,2816.0
772,268.1,4.6,22.5,1947.6,360,2.4,34,5,1068.9
773,873.7,20.4,45.3,193.2,2014,6.5,44,18,1950.4
774,706.0,41.8,13.3,2498.5,283,4.7,48,13,1657.5
775,844.4,59.2,56.7,998.2,1000,6.2,43,18,2267.7
776,566.3,43.8,50.9,627.8,1373,0.5,35,38,1538.4
777,715.9,22.3,146.1,2691.1,2010,5.4,41,37,2661.4
778,497.3,70.0,41.0,352.5,1074,7.8,29,33,2028.8
779,1150.1,61.4,136.3,2380.9,1766,7.4,65,23,3151.3
780,765.7,32.7,16.7,2735.1,1632,2.9,27,38,2083.3
781,630.6,51.8,87.3,375.3,1001,4.7,29,28,2135.8
782,577.7,69.9,110.6,1675.2,836,2.3,62,13,2269.1
783,651.6,18.4,99.9,551.3,1816,1.3,38,17,1851.3
784,377.3,12.3,152.9,340.8,1889,7.8,41,11,2157.6
785,158.1,10.7,63.0,732.4,852,6.3,37,7,1306.4
786,559.7,65.5,53.8,2967.1,200,2.4,27,36,2148.7
787,1140.8,37.0,32.5,1410.6,2051,0.8,43,39,2042.7
788,1144.2,18.6,77.8,1017.0,2230,3.6,65,16,2381.4
789,828.0,5.7,49.1,1491.5,196,2.2,39,16,1634.3
790,178.3,22.2,136.0,1869.6,977,2.5,51,7,1539.6
791,452.4,6.2,149.0,356.9,565,6.3,50,2,1839.9
792,1144.0,52.0,92.2,263.5,1366,7.9,47,18,2588.8
793,699.7,51.8,145.7,894.2,458,4.8,50,7,2179.6
794,1099.8,44.4,111.3,2234.5,1410,3.1,40,16,2722.9
795,304.6,63.8,127.8,2861.1,598,2.0,44,3,2299.4
796,992.1,39.8,116.3,175.6,1561,4.1,30,18,2279.9
797,781.6,54.9,86.0,748.1,1183,4.7,32,32,2162.0
798,707.4,9.4,59.4,1940.2,253,4.7,51,4,1843.8
799,636.4,60.2,110.6,1931.8,1748,4.4,26,2,2392.4
800,1130.6,59.3,71.2,1608.2,2187,1.6,41,2,2614.0
801,705.6,63.9,159.9,2459.3,1547,4.2,49,18,2870.8
802,744.9,75.6,13.3,2769.7,939,2.5,47,29,2299.8
803,664.9,70.6,109.7,1862.8,119,4.7,47,18,2464.7
804,711.9,4.1,53.6,2331.9,2367,6.6,55,32,2176.7
805,469.4,37.6,148.0,2082.1,1429,5.4,39,7,2472.2
