delivery_id,distance_km,restaurant_prep_minutes,traffic_index,order_items,couriers_available,pickup_queue_orders,customer_previous_orders,restaurant_age_years,delivery_time_minutes
533,17.7,19.7,70,7,11,1,46,11,74.7
534,13.7,23.2,42,5,1,3,40,19,78.4
535,1.7,27.3,68,3,6,1,53,10,50.9
536,3.6,13.9,92,8,12,3,53,10,43.9
537,11.6,15.4,7,4,3,3,6,1,59.9
538,10.8,6.0,78,3,12,5,53,12,44.5
539,16.4,20.1,88,8,7,11,37,11,90.6
540,8.9,18.2,92,4,8,7,36,12,63.1
541,5.3,18.6,98,5,5,7,51,7,63.5
542,2.6,29.0,42,1,6,7,54,9,55.1
543,13.7,11.6,98,1,3,0,78,19,75.1
544,16.4,8.6,33,7,3,2,57,13,64.9
545,13.2,12.1,85,3,10,8,76,2,68.5
546,3.3,22.1,47,4,5,8,39,12,54.0
547,11.3,8.8,41,6,9,1,61,16,49.5
548,16.2,11.6,21,6,6,0,0,15,66.5
549,8.9,20.7,42,2,3,1,25,14,48.0
550,1.2,11.1,70,2,12,4,34,8,32.9
551,5.3,13.5,83,6,8,3,61,13,55.8
552,12.0,11.1,11,7,9,7,50,6,54.0
553,2.7,21.3,31,7,12,2,72,18,44.5
554,6.6,13.2,49,7,5,3,19,4,47.0
555,17.7,22.2,49,3,7,3,4,2,76.7
556,2.8,14.0,52,4,4,1,30,6,39.6
557,8.1,19.2,83,6,10,5,69,1,64.0
558,11.9,12.6,59,4,8,7,65,7,56.9
559,4.2,22.3,100,7,1,10,74,15,68.9
560,14.7,5.0,41,6,3,5,57,13,62.9
561,3.5,30.5,65,8,5,10,59,14,73.1
562,11.0,19.7,31,3,8,7,44,10,58.0
563,1.2,10.2,23,8,12,6,63,20,34.3
564,18.0,12.8,86,3,4,6,53,20,77.0
565,9.7,17.1,52,1,4,10,44,13,65.8
566,4.7,18.4,95,5,6,1,56,10,53.2
567,2.9,13.4,74,2,4,0,48,9,38.3
568,1.2,25.0,35,5,7,2,15,7,46.9
569,5.2,16.9,12,4,6,10,60,17,53.6
570,15.2,13.4,80,8,11,10,23,2,80.9
571,4.8,18.1,88,7,2,2,48,17,57.3
572,16.9,23.6,7,5,10,7,68,18,73.7
573,17.9,9.3,96,8,5,7,68,10,84.5
574,10.5,12.9,99,1,4,6,0,8,62.5
575,2.5,24.9,84,5,8,5,19,3,53.5
576,6.5,20.2,98,5,9,7,51,13,70.5
577,12.8,18.5,71,6,11,3,37,15,74.8
578,7.0,29.9,37,3,6,10,65,6,62.7
579,11.9,27.9,16,1,6,6,71,12,73.6
580,12.6,10.7,23,4,5,0,68,13,53.6
581,3.5,9.5,82,5,7,2,74,14,38.2
582,5.6,20.8,88,1,7,7,79,2,60.5
583,12.0,23.9,99,2,10,1,40,9,70.2
584,9.4,16.7,82,4,8,8,30,13,69.5
585,9.4,20.9,94,5,6,9,77,4,74.2
586,2.6,14.0,27,1,3,5,0,17,42.4
587,16.3,23.1,54,7,3,3,21,3,78.8
588,1.0,10.7,5,6,6,12,19,9,33.7
589,13.6,19.7,28,6,9,5,78,18,64.6
590,5.6,22.0,85,5,1,1,13,12,60.3
591,14.0,16.9,35,3,11,0,33,11,56.6
592,6.0,18.3,28,7,10,3,46,16,49.0
593,14.6,18.5,98,6,5,11,8,3,79.4
594,11.3,23.7,74,4,6,3,11,11,69.9
595,17.3,13.7,9,1,11,0,36,14,58.7
596,13.0,25.5,56,7,7,11,62,11,80.2
597,16.2,8.6,28,5,2,9,13,12,77.9
598,6.7,25.8,63,3,7,6,6,8,60.4
599,12.8,20.3,60,2,4,2,71,1,69.4
600,12.5,23.4,80,5,9,6,73,11,83.0
601,4.1,25.4,79,5,10,9,36,7,63.1
602,13.9,20.9,71,5,7,11,37,3,81.4
603,10.0,26.3,41,2,4,1,59,12,68.0
604,16.5,22.2,22,4,11,10,69,5,79.7
605,9.4,18.7,21,5,6,2,69,7,54.2
606,15.7,24.5,10,4,6,2,11,8,66.3
607,5.9,26.6,16,5,7,1,40,20,49.8
608,6.7,7.7,0,8,6,5,35,12,35.8
609,10.2,19.6,1,3,7,4,71,9,50.1
610,1.7,5.6,82,7,9,8,78,2,39.1
611,8.2,18.8,27,1,6,12,0,18,53.4
612,16.1,18.6,55,2,1,2,34,17,73.1
613,12.0,18.0,98,3,7,6,62,1,69.0
614,16.9,25.6,56,2,10,3,2,10,81.2
615,16.6,25.2,10,3,10,3,75,15,65.2
616,2.3,23.4,70,8,9,6,26,12,47.4
617,5.0,5.0,95,3,8,8,64,2,43.2
618,13.4,27.2,16,3,11,5,2,1,61.2
619,8.3,14.6,87,4,7,6,26,4,61.2
620,14.4,5.0,34,3,6,11,14,13,59.8
621,8.9,19.4,63,2,5,11,63,20,59.1
622,3.9,17.0,93,3,2,12,3,4,67.9
623,5.5,16.1,45,2,12,10,37,11,47.0
624,10.3,27.3,46,2,5,7,15,13,62.8
625,16.1,16.7,45,5,4,1,23,14,68.6
626,0.9,12.7,55,3,11,2,44,20,27.6
627,9.4,24.1,37,4,3,4,16,13,69.2
628,10.3,12.3,62,1,4,1,42,9,51.5
629,16.5,24.5,58,6,3,9,22,20,80.8
630,1.4,12.4,88,4,6,11,61,20,49.2
631,7.5,22.6,54,4,8,12,40,16,69.6
632,12.9,30.0,14,4,12,7,22,8,86.7
633,4.1,24.3,59,1,10,11,11,12,48.6
634,12.1,14.2,69,5,5,10,67,10,73.3
635,5.0,8.5,87,2,10,8,19,12,51.5
636,9.8,15.7,78,6,6,6,18,19,66.8
637,10.1,8.8,46,2,1,9,50,20,65.1
638,2.4,27.0,64,3,5,3,53,15,52.6
639,10.0,24.6,39,3,4,3,64,4,60.3
640,9.1,5.0,74,4,2,5,34,17,58.2
641,4.2,15.8,48,5,1,7,77,3,46.3
642,0.7,21.4,23,2,4,1,50,19,31.3
643,14.3,24.2,2,1,5,1,22,2,64.0
644,8.5,11.3,94,7,4,6,70,3,62.1
645,9.1,18.7,21,5,3,2,44,10,67.1
646,7.0,11.5,39,4,3,3,19,7,43.2
647,6.9,16.2,35,6,11,6,71,5,52.7
648,10.4,23.2,83,2,9,11,1,1,65.6
649,10.2,6.1,100,1,11,0,18,19,54.9
650,6.7,18.3,51,1,5,3,74,6,46.4
651,10.7,23.4,18,7,11,7,10,16,58.5
652,6.8,8.1,91,1,7,10,64,15,53.9
653,8.2,13.1,85,2,2,0,45,5,49.4
654,6.8,27.6,72,3,5,1,50,5,63.3
655,0.9,18.3,53,6,8,9,68,20,54.7
656,1.7,24.0,37,5,10,2,44,1,42.3
657,16.4,22.1,66,5,10,10,80,14,91.2
658,8.8,26.5,63,6,5,9,15,4,69.8
659,2.9,24.3,37,7,2,1,7,4,48.5
660,11.6,18.7,97,6,5,12,11,4,75.6
661,15.2,14.4,55,7,9,5,47,20,72.8
662,6.7,22.8,26,7,4,9,1,3,62.0
663,7.8,12.6,99,8,1,11,60,18,77.8
664,16.5,14.5,41,6,9,1,79,7,67.1
665,16.7,15.7,20,3,6,2,32,20,61.6
666,15.0,16.4,56,2,4,1,17,12,64.9
667,8.5,11.3,61,7,8,4,42,11,60.3
668,6.7,17.7,10,4,6,2,67,5,44.0
669,1.6,23.1,32,4,2,0,55,3,37.6
670,13.0,8.1,95,2,7,0,72,15,56.8
671,4.0,5.6,41,2,3,9,59,1,41.8
672,13.8,14.5,60,4,9,10,4,13,69.2
673,15.6,18.6,9,7,5,7,50,6,73.5
674,9.2,20.8,35,1,11,9,68,13,50.7
675,11.1,20.0,22,5,10,8,21,13,66.5
676,11.5,17.6,37,8,4,1,40,7,60.7
677,5.1,30.5,13,5,10,1,69,16,55.7
678,5.8,22.5,13,8,9,0,58,18,51.7
679,5.9,18.9,80,7,3,1,59,9,55.4
680,11.7,22.2,14,2,9,2,34,9,52.7
681,15.4,20.1,58,2,2,10,50,5,83.2
682,13.5,17.2,21,6,1,10,70,7,79.4
683,11.3,20.1,26,6,11,8,65,6,61.0
684,2.0,16.0,20,8,3,6,1,7,43.1
685,7.1,15.8,26,1,11,5,2,17,53.4
686,8.4,26.1,12,7,11,1,5,16,57.2
687,12.6,8.0,46,8,2,10,68,1,69.1
688,14.8,14.8,91,5,5,3,40,16,71.4
689,8.8,14.1,68,5,9,11,59,15,68.0
690,14.6,21.9,54,1,7,7,72,3,74.5
691,8.5,11.6,24,8,9,5,70,10,52.0
692,4.8,19.5,36,5,2,2,62,19,49.7
693,2.2,20.2,90,1,6,5,28,13,46.3
694,5.7,22.2,38,2,2,8,29,13,59.5
695,8.6,23.4,56,3,12,0,18,18,53.6
696,13.5,18.6,5,4,2,12,24,4,71.3
697,15.7,14.6,19,8,8,1,13,3,58.4
698,7.8,18.2,31,3,6,0,15,13,44.7
699,5.9,8.7,52,4,10,12,60,15,40.3
700,9.7,24.5,18,8,12,1,74,11,54.5
701,7.1,12.5,36,3,4,1,35,14,46.3
702,4.8,16.6,51,7,7,7,71,20,51.2
703,13.6,15.7,55,8,1,3,62,19,67.8
704,5.0,29.9,12,6,8,4,78,5,48.3
705,13.2,14.8,59,8,8,0,30,20,61.9
706,11.9,16.8,95,8,6,7,70,19,76.5
707,6.1,26.0,19,1,10,4,41,4,49.7
708,14.5,20.4,0,1,9,5,12,13,55.5
709,6.1,14.3,75,1,9,12,74,12,58.0
710,15.2,24.0,16,2,1,8,5,8,84.4
711,12.0,16.7,2,2,10,5,14,20,57.8
712,2.1,22.8,12,7,6,9,53,10,49.4
713,8.6,25.9,92,5,12,3,24,9,63.4
714,3.9,13.9,53,5,5,11,52,11,51.8
715,8.9,11.8,58,7,12,8,63,5,54.9
716,1.5,14.6,75,6,5,1,44,7,42.0
717,2.0,21.6,69,7,5,2,32,7,50.9
718,9.9,30.0,86,7,11,12,29,11,80.9
719,13.0,21.8,100,1,8,7,41,11,62.2
720,3.4,22.6,23,5,9,9,67,10,51.0
721,10.2,15.8,87,3,10,10,4,1,63.0
722,12.9,18.5,77,4,9,11,78,2,75.2
723,15.2,20.0,84,3,1,3,49,9,76.6
724,8.2,7.4,46,2,2,0,45,15,39.0
725,17.9,15.9,32,4,7,7,3,10,70.6
726,17.6,15.4,28,8,9,11,38,10,70.0
727,14.8,18.7,48,3,4,4,41,18,80.2
728,6.6,24.4,3,5,3,9,7,17,56.9
729,3.5,19.4,46,2,7,8,56,5,49.5
730,4.0,23.5,87,5,1,12,61,14,63.5
731,16.5,21.8,94,2,3,1,15,9,81.4
732,1.4,21.7,0,6,12,12,74,2,42.6
733,7.9,16.0,42,8,12,7,76,17,60.9
734,15.2,17.5,11,8,9,2,29,12,68.4
735,4.3,18.8,3,6,8,7,70,5,45.4
736,2.7,16.2,83,5,6,2,61,10,47.4
737,4.8,20.4,61,3,5,0,77,2,46.1
738,12.9,13.5,58,6,1,3,76,6,65.0
739,11.4,23.4,64,8,7,5,34,11,75.9
740,2.1,18.3,45,3,4,0,57,20,40.4
741,3.2,10.4,11,1,11,2,33,7,18.1
742,10.8,25.3,94,7,11,12,34,8,72.1
743,10.0,26.5,3,1,9,7,0,4,60.2
744,13.1,25.4,4,8,1,8,14,12,82.2
745,4.5,14.0,100,6,1,4,24,11,59.3
746,9.9,13.2,11,2,9,8,70,12,48.5
747,14.9,17.1,0,6,8,12,53,18,76.0
748,17.3,14.3,34,6,1,1,29,19,70.2
749,13.8,22.8,22,3,5,10,46,12,78.6
750,15.8,14.4,47,3,7,9,25,7,73.6
751,4.1,16.1,31,7,2,7,15,19,53.3
752,9.0,20.8,8,7,7,2,21,6,55.3
753,17.6,17.6,68,7,6,6,8,5,88.8
754,11.3,12.3,91,5,11,1,46,19,59.6
755,3.1,19.9,9,2,8,12,71,18,38.5
756,7.2,15.4,38,8,3,5,58,10,58.8
757,3.8,20.1,61,2,12,11,40,15,52.1
758,15.0,19.6,45,6,11,11,64,10,72.4
759,3.2,19.2,81,2,1,2,33,11,56.4
760,8.2,12.8,43,5,9,0,56,2,46.0
761,9.0,14.7,58,4,8,5,55,3,54.3
762,9.3,19.9,33,7,11,5,36,19,63.7
763,15.1,10.6,4,5,12,4,24,7,55.3
764,1.3,26.7,95,4,12,7,44,10,55.8
765,3.7,19.0,54,4,2,6,17,17,44.1
766,4.0,19.3,77,5,8,3,60,17,49.6
767,8.4,12.3,69,3,10,0,70,8,46.6
768,16.5,15.6,92,6,12,11,77,14,81.3
769,13.3,15.1,27,6,1,12,56,19,76.8
770,8.3,8.4,36,8,6,3,72,8,42.2
771,6.4,11.5,58,8,7,0,52,5,41.4
772,14.6,25.3,30,6,9,0,4,5,72.8
773,11.8,11.9,68,2,7,5,5,4,54.3
774,12.8,18.6,89,8,1,0,75,20,78.4
775,16.1,23.3,56,2,4,10,48,14,87.2
776,1.4,15.2,100,8,6,12,25,7,62.6
777,14.7,19.6,11,2,6,12,23,18,65.7
778,17.8,16.5,38,6,8,0,1,19,70.5
779,9.2,15.5,56,8,9,5,48,8,60.6
780,1.8,23.8,21,8,7,12,25,4,59.9
781,2.2,15.9,47,1,7,6,19,2,43.6
782,16.4,5.8,28,6,4,12,6,17,69.5
783,3.6,11.3,93,2,9,3,5,15,38.4
784,14.0,16.5,31,8,1,2,57,4,71.3
785,13.7,22.0,36,5,7,9,70,5,80.2
786,7.6,13.4,29,4,11,5,45,11,49.1
787,4.5,25.1,70,6,5,9,46,17,61.3
788,2.6,7.2,58,7,3,12,2,20,57.3
789,5.5,14.0,60,6,3,11,24,7,58.0
790,11.6,17.5,29,8,8,7,7,11,68.4
791,15.0,15.3,49,4,6,0,60,13,67.2
792,8.9,13.6,93,2,2,2,60,12,71.2
793,2.6,22.0,1,8,12,3,8,15,38.2
794,14.9,10.4,22,3,7,5,68,19,55.9
795,9.3,13.7,18,7,3,11,2,9,65.1
796,8.3,15.7,46,8,10,9,19,2,69.2
797,13.5,7.7,50,3,6,0,8,5,52.1
798,1.2,17.1,61,6,9,9,67,10,39.2
799,3.7,18.5,33,6,11,4,47,8,31.4
800,1.1,19.0,87,6,1,6,26,3,59.5
801,5.0,23.8,71,2,6,9,29,10,59.9
802,8.6,13.9,14,3,11,11,7,6,52.7
803,3.7,22.3,58,4,12,0,21,13,41.1
804,1.1,18.8,39,3,6,11,19,16,39.6
805,1.9,14.3,35,8,6,5,39,12,44.8
806,6.7,11.1,83,1,8,10,38,4,53.5
807,8.2,23.3,58,7,8,5,64,15,62.7
808,3.6,7.0,61,3,12,1,21,11,35.1
809,9.1,21.7,45,7,12,9,42,11,67.7
810,11.6,17.9,65,2,2,6,20,11,65.2
811,6.5,23.6,75,1,3,10,8,14,57.3
812,9.6,12.6,76,1,2,2,50,9,47.9
813,3.8,7.8,6,7,7,4,11,2,40.9
814,6.9,18.9,83,1,11,11,19,1,58.8
815,7.2,20.5,79,5,7,9,79,14,69.1
816,12.3,21.8,94,7,4,12,19,4,79.9
817,14.1,17.7,38,4,2,10,32,12,67.8
818,6.1,16.0,55,1,12,10,37,14,51.5
819,12.3,15.8,90,8,8,1,47,13,63.2
820,4.9,19.9,84,6,3,9,70,5,63.4
821,15.9,10.5,73,7,10,3,71,2,72.8
822,2.7,17.0,56,3,10,12,0,10,51.8
823,11.0,18.9,78,4,3,8,75,13,76.7
824,4.6,26.6,83,3,10,10,62,1,59.9
825,6.1,15.5,100,4,8,5,3,14,59.0
826,7.2,11.6,84,1,10,2,79,4,45.0
827,3.8,27.0,54,3,9,9,64,14,56.2
828,9.7,19.1,29,5,7,10,28,18,62.5
829,16.2,22.8,60,7,11,7,39,19,86.9
830,17.6,13.1,31,7,7,2,2,18,63.2
831,2.3,8.3,55,4,12,7,41,1,43.7
832,1.9,15.2,18,3,3,10,76,2,34.0
833,7.2,20.0,1,8,3,4,48,4,56.9
834,17.1,21.3,63,5,5,4,53,17,80.5
835,13.2,22.6,44,4,4,2,73,14,61.2
836,6.6,12.9,29,8,10,6,21,14,44.8
837,17.2,17.5,37,3,5,5,80,12,72.2
838,16.0,7.3,98,6,12,12,3,7,75.1
839,7.5,10.4,14,6,5,12,49,9,53.8
840,17.1,14.2,43,4,11,0,53,15,62.7
841,14.8,16.3,82,2,7,11,61,1,76.5
842,12.8,23.8,75,1,2,2,26,16,72.8
843,13.9,20.3,39,7,3,1,7,1,73.0
844,16.9,24.5,56,6,8,5,78,17,82.9
845,13.1,6.6,8,7,3,0,46,2,55.4
846,12.2,18.1,46,2,2,5,20,3,64.0
847,8.6,9.9,81,5,11,2,78,16,51.9
848,17.3,21.9,77,5,5,3,10,16,86.0
849,5.3,14.6,37,7,4,1,29,19,46.0
850,15.8,18.2,62,1,9,1,8,18,62.4
851,4.7,21.2,37,2,3,1,1,19,52.0
852,4.5,17.2,56,8,7,7,80,18,59.5
853,4.5,10.6,41,5,6,11,51,20,49.5
854,16.2,12.3,45,8,10,3,18,19,66.5
855,13.3,10.6,45,4,1,8,6,18,60.3
856,5.0,12.1,45,7,11,10,13,15,49.1
857,3.3,13.5,69,6,6,11,54,7,54.0
858,12.8,20.5,83,5,7,12,48,8,84.5
859,3.0,5.0,53,5,8,12,58,9,40.1
860,16.6,31.6,56,5,11,4,49,14,78.7
861,2.7,16.0,56,7,4,6,78,18,53.1
862,12.2,17.4,3,3,9,1,73,20,61.3
863,4.2,13.2,56,4,3,5,62,18,45.0
864,11.8,14.5,99,8,1,5,70,6,77.3
865,16.5,14.9,69,7,7,11,62,19,77.5
866,15.1,12.3,6,6,2,2,25,16,63.1
867,11.3,23.8,56,2,3,12,26,16,78.8
868,9.2,15.7,99,5,5,12,46,1,73.8
869,8.0,17.2,85,8,11,9,69,20,70.4
870,12.8,14.4,64,2,10,10,71,3,62.9
871,13.8,34.5,94,5,10,8,5,1,86.0
872,11.9,14.0,11,4,10,1,13,11,40.1
873,8.8,20.5,15,3,8,7,41,4,55.0
874,13.4,24.4,77,5,11,1,33,12,76.0
875,6.6,11.3,50,6,6,9,53,20,52.2
876,5.0,12.7,61,3,2,6,65,19,47.7
877,1.4,11.3,59,6,11,8,1,9,39.6
878,3.9,19.9,94,1,7,6,37,5,54.8
879,17.5,20.7,85,6,12,11,31,15,91.4
880,11.6,23.6,24,1,6,0,9,10,53.2
881,7.1,12.5,70,3,10,11,77,10,51.8
882,17.2,18.3,35,6,3,9,42,6,80.6
883,1.7,15.2,91,3,5,7,69,10,46.3
884,6.1,20.5,18,2,10,6,3,18,43.0
885,7.8,5.0,85,6,6,7,46,1,55.7
886,4.8,28.8,65,2,7,2,3,15,62.3
887,14.7,14.0,74,4,10,9,26,3,75.6
888,5.1,22.7,93,6,10,11,79,1,57.9
889,9.0,12.4,53,7,8,10,71,17,56.9
890,17.5,19.5,37,4,2,9,60,1,77.7
891,9.1,14.6,29,2,10,3,72,3,40.6
892,4.6,14.7,41,3,5,2,60,3,47.1
893,10.9,26.7,27,4,10,7,70,11,67.5
894,15.5,28.3,49,1,4,12,65,12,94.8
895,6.7,11.9,64,6,1,3,58,5,54.7
896,1.8,15.9,9,2,3,1,61,19,35.0
897,7.9,9.7,33,7,9,4,79,20,48.7
898,14.6,25.5,68,1,10,1,51,3,72.8
899,3.2,23.1,73,1,3,9,60,8,56.3
900,5.8,22.1,19,1,7,11,44,12,57.9
901,4.0,11.1,12,8,10,7,64,17,45.6
902,16.3,19.0,55,4,2,6,48,7,72.0
903,15.1,15.7,61,3,7,8,51,14,63.3
904,2.9,15.0,0,2,5,12,15,18,42.2
905,2.7,18.1,6,8,5,11,3,14,52.6
906,4.5,22.5,44,2,11,11,60,16,55.7
907,13.9,24.8,49,6,6,1,69,4,74.2
908,2.0,20.6,34,3,11,0,59,19,24.3
909,10.4,25.1,6,1,3,0,78,4,57.9
910,12.8,19.2,62,4,6,3,15,7,63.9
911,16.6,17.6,67,3,6,3,48,7,71.7
912,17.4,20.8,21,5,2,5,32,13,78.7
913,8.1,19.0,38,3,6,2,33,7,57.2
914,15.4,18.8,2,6,7,0,0,11,65.8
915,17.8,26.8,9,8,9,2,74,16,78.0
916,17.9,24.2,88,5,7,12,2,8,94.7
917,15.3,19.3,68,2,12,10,16,4,70.5
918,11.3,17.1,26,4,7,6,7,5,58.0
919,2.3,21.6,3,2,3,11,39,7,54.3
920,10.2,22.9,43,8,11,9,71,2,66.1
921,0.7,17.1,81,6,9,2,78,9,43.0
922,14.5,13.2,34,5,9,12,45,15,67.3
923,3.8,7.2,31,7,1,5,80,9,45.4
924,8.8,28.8,4,7,3,4,62,13,74.3
925,2.8,18.9,59,5,1,5,3,3,57.8
926,14.6,17.7,60,2,2,12,14,6,86.8
927,8.3,23.9,35,6,3,0,63,12,59.1
928,7.2,28.4,46,2,8,6,33,18,57.5
929,1.4,12.8,84,2,2,2,64,9,44.1
930,12.7,27.7,41,2,6,9,80,18,79.1
931,1.0,25.9,37,2,7,10,7,9,50.8
932,5.7,24.8,10,2,12,9,65,17,51.7
933,14.9,16.5,54,3,8,8,4,10,72.6
934,8.6,17.9,38,2,11,0,71,1,43.2
935,5.6,21.7,60,8,2,6,11,20,61.9
936,15.4,19.9,13,3,1,1,39,18,71.7
937,4.5,18.6,96,7,12,10,26,16,52.9
938,17.7,23.7,43,4,3,8,38,7,83.5
939,5.6,21.8,54,6,1,3,23,9,55.4
940,4.6,14.4,61,8,10,4,52,2,46.2
941,16.2,9.6,22,4,2,3,77,19,60.7
942,0.8,17.8,5,4,8,6,24,6,31.6
943,15.9,18.1,74,1,7,10,54,12,76.7
944,10.3,11.7,91,4,4,12,39,14,68.3
945,14.6,12.7,34,5,3,5,71,16,58.0
946,7.9,10.2,73,5,9,12,61,18,64.1
947,4.9,16.9,20,8,10,6,5,18,48.8
948,8.3,8.2,84,5,8,1,26,5,49.9
949,3.8,23.1,15,3,12,4,31,10,42.0
950,1.1,16.5,43,1,4,12,19,2,46.7
951,6.5,19.1,36,3,11,11,38,5,53.6
952,11.6,30.4,77,1,6,8,5,12,84.2
953,4.6,19.1,51,1,1,10,17,6,52.5
954,2.4,9.5,85,7,10,8,43,9,49.8
955,13.3,24.7,28,3,1,11,2,20,75.9
956,0.8,17.7,27,5,3,1,30,17,35.3
957,15.6,9.8,59,6,4,1,77,17,68.6
958,0.7,10.2,93,5,5,0,80,7,34.8
959,4.6,17.0,18,7,8,11,46,5,52.5
960,8.2,15.7,62,4,2,0,51,15,55.1
961,5.0,26.3,24,6,2,5,78,2,53.0
962,9.7,13.4,62,5,10,1,12,18,52.2
963,14.0,20.9,42,1,5,12,2,20,78.9
964,9.2,20.3,96,6,2,9,27,3,73.3
965,8.7,12.6,88,4,11,0,11,12,46.0
966,11.2,20.5,46,7,11,3,62,4,69.2
967,6.2,17.0,22,7,7,1,32,9,43.2
968,7.7,17.0,98,2,7,10,17,10,66.5
969,7.6,18.1,37,1,3,1,13,13,51.2
970,5.2,23.9,54,5,8,8,46,10,56.9
971,9.9,20.7,19,6,4,0,12,20,59.6
972,17.8,30.1,62,8,6,9,40,4,95.6
973,11.4,17.3,6,5,12,10,8,12,62.0
974,2.2,13.7,82,5,8,11,11,19,56.1
975,4.9,22.2,4,3,5,1,30,12,49.7
976,9.2,6.7,48,7,8,8,24,2,51.1
977,2.5,28.7,83,5,2,9,8,11,61.2
978,11.7,31.7,30,6,6,2,25,18,70.5
979,12.6,27.2,27,7,9,2,70,18,59.7
980,11.4,22.1,15,3,9,5,48,8,61.9
981,10.1,17.5,90,5,9,10,79,7,70.0
982,5.1,22.3,23,8,1,4,52,6,55.5
983,7.0,14.2,66,6,12,8,21,17,56.6
984,5.0,21.2,99,5,11,4,51,5,49.5
985,9.1,19.7,75,4,8,9,48,2,64.4
986,15.7,22.4,77,1,3,0,80,11,80.5
987,6.7,12.3,84,1,12,9,67,14,51.5
988,13.0,20.9,60,2,4,9,31,6,73.3
989,7.9,16.8,91,8,11,2,39,5,63.3
990,8.7,13.3,96,2,1,3,17,3,69.1
991,16.8,14.5,41,8,9,5,14,12,66.1
992,5.3,19.3,95,4,1,3,71,20,68.4
993,16.0,20.8,100,5,6,0,44,18,78.7
994,2.2,5.0,85,2,3,8,25,9,35.4
995,13.6,14.8,94,4,3,11,15,17,80.4
996,6.8,27.2,80,6,9,7,24,19,69.6
997,15.7,29.0,19,7,4,7,45,16,77.7
998,2.1,20.8,54,2,9,7,58,1,49.0
999,14.7,17.2,2,1,1,9,42,1,65.0
1000,15.0,14.3,15,2,4,4,32,1,65.0
1001,17.6,28.7,39,1,8,1,63,7,75.1
1002,13.3,17.8,99,6,10,4,17,19,72.1
1003,3.8,22.8,27,3,8,7,24,3,43.6
1004,12.7,9.7,13,2,2,5,33,16,54.2
1005,5.9,14.0,52,6,10,1,63,6,39.4
1006,17.7,27.3,39,7,2,12,30,13,97.2
1007,14.8,22.7,63,8,11,3,46,19,74.0
1008,10.4,19.3,54,6,6,5,69,5,60.2
1009,2.1,9.0,67,1,2,7,53,1,35.7
1010,7.0,20.9,81,2,6,5,66,3,63.2
1011,11.0,21.3,48,7,6,8,24,19,74.4
1012,17.0,24.8,30,4,2,5,34,20,73.4
1013,3.2,10.6,82,8,1,10,67,19,56.0
1014,5.7,11.5,4,2,1,0,20,1,42.3
1015,13.6,18.5,94,7,5,4,42,11,83.9
1016,17.7,18.1,36,1,1,3,7,12,85.1
1017,17.9,16.3,81,8,4,5,2,2,85.8
1018,5.4,14.8,48,7,9,4,43,11,49.2
1019,13.3,12.2,65,6,8,11,55,8,74.4
1020,3.3,17.9,29,7,11,12,5,9,50.1
1021,1.6,11.3,0,2,8,7,74,11,25.4
1022,11.2,15.6,42,5,1,12,9,20,69.0
1023,7.5,21.4,56,1,3,4,39,12,64.1
1024,10.8,13.0,9,7,4,12,15,1,61.6
1025,6.6,16.5,97,3,10,11,19,14,54.9
1026,0.6,30.2,3,4,4,3,70,18,45.4
1027,4.0,10.7,17,1,12,2,71,5,26.0
1028,1.1,14.8,10,6,11,11,11,9,39.5
1029,14.7,19.0,13,6,11,10,20,16,63.5
1030,2.0,25.8,92,2,11,3,15,1,46.6
1031,3.2,22.5,57,8,4,3,13,4,52.3
1032,1.6,25.6,30,4,1,8,25,3,54.4
1033,14.8,22.9,63,2,3,8,73,18,90.5
1034,11.1,13.9,30,4,11,5,43,20,46.1
1035,3.8,14.8,2,6,7,10,59,9,37.3
1036,4.1,17.6,28,2,8,3,48,12,40.6
1037,3.9,19.3,81,8,1,7,47,14,64.0
1038,3.2,24.7,38,6,2,12,12,12,63.1
1039,8.1,15.6,53,5,8,1,75,2,55.9
1040,16.7,20.0,62,8,7,9,30,4,77.2
1041,17.1,23.0,28,1,4,11,74,12,76.6
1042,17.4,8.5,62,8,3,5,56,6,79.6
1043,2.3,19.8,98,3,1,2,50,13,58.1
1044,14.0,18.4,74,2,6,12,64,18,77.7
1045,6.6,15.7,91,3,7,8,60,19,61.2
1046,9.9,15.0,48,4,6,4,0,14,57.9
1047,5.8,5.0,22,4,2,5,80,4,38.0
1048,12.6,9.1,28,6,10,7,24,15,50.0
1049,6.2,17.6,81,6,9,2,33,11,52.8
1050,15.9,13.7,31,8,6,5,77,4,79.6
1051,4.2,24.0,44,2,2,5,41,13,52.8
1052,7.0,12.4,18,2,9,10,4,10,46.6
1053,13.6,12.9,78,5,4,1,46,14,68.5
1054,2.6,23.3,13,1,9,9,40,15,40.3
1055,1.5,17.5,96,4,4,6,67,3,49.4
1056,2.3,23.0,75,4,7,5,57,19,47.1
1057,12.6,13.6,58,6,3,6,43,1,64.2
1058,17.3,12.0,87,7,8,2,45,3,79.5
1059,8.6,25.0,18,6,5,0,23,3,51.6
1060,8.1,22.4,46,8,11,3,48,5,53.5
1061,2.1,11.0,24,4,7,10,33,9,36.2
1062,2.3,12.9,53,4,3,11,12,4,46.6
1063,4.1,31.1,69,7,8,10,73,15,64.2
1064,9.4,19.3,46,6,5,0,65,4,54.6
