apartment_id,area_m2,rooms,distance_center_km,latitude,longitude,building_age_years,photo_count,rent_thousand_kzt
497,130,5,6.5,51.06973,71.42592,9,22,522.9
498,109,4,2.0,51.12312,71.40383,13,23,469.1
499,62,2,2.4,51.14947,71.4328,18,15,290.2
500,60,2,2.2,51.10877,71.42228,10,10,292.9
501,58,2,2.7,51.14754,71.40727,7,6,295.8
502,86,5,2.0,51.14552,71.43639,30,17,399.8
503,79,2,2.0,51.12394,71.40345,9,19,374.9
504,67,3,2.6,51.11271,71.45937,29,25,318.9
505,65,3,3.7,51.13919,71.47999,14,24,308.1
506,85,4,3.8,51.15912,71.40624,39,5,360.8
507,46,1,8.1,51.06079,71.4745,28,18,212.8
508,79,2,2.3,51.11732,71.45842,2,22,361.8
509,81,2,2.8,51.1261,71.47023,5,17,376.1
510,124,3,6.5,51.14309,71.52014,3,9,478.3
511,74,3,8.8,51.06168,71.49876,13,6,315.6
512,75,1,4.9,51.08588,71.45158,17,4,335.4
513,68,2,1.7,51.13913,71.4138,0,13,345.0
514,62,2,4.8,51.13026,71.49927,33,13,265.2
515,69,2,5.7,51.11965,71.35079,11,14,308.9
516,43,2,8.7,51.05265,71.46311,20,19,188.4
517,92,3,16.0,51.04043,71.24852,11,4,340.2
518,68,3,1.8,51.12568,71.40467,26,21,339.1
519,63,3,10.3,51.19725,71.52989,5,8,281.6
520,51,1,5.2,51.13493,71.50439,17,22,242.9
521,73,3,6.8,51.08788,71.50323,7,18,335.1
522,69,2,0.4,51.1246,71.43116,15,12,332.6
523,64,1,11.3,51.02662,71.40896,6,15,248.2
524,70,2,1.8,51.13928,71.41247,40,13,295.7
525,135,4,4.3,51.1234,71.3688,18,16,537.6
526,75,1,5.8,51.17706,71.39931,40,17,290.9
527,31,1,6.3,51.07492,71.40062,15,10,187.5
528,73,2,7.8,51.18021,71.50702,37,13,272.1
529,76,2,3.2,51.14587,71.39481,34,6,320.8
530,99,4,1.7,51.14341,71.42864,30,14,409.8
531,64,2,0.5,51.12568,71.43643,18,14,330.9
532,52,3,1.4,51.13728,71.41685,2,20,276.5
533,28,1,1.9,51.13805,71.4081,9,9,180.3
534,97,3,1.9,51.12998,71.45699,11,19,401.3
535,57,4,7.7,51.169,71.34158,2,11,299.1
536,53,2,2.3,51.13801,71.40175,7,10,283.0
537,58,3,7.2,51.1931,71.43455,9,9,276.7
538,72,2,2.2,51.13592,71.40172,11,18,319.2
539,67,2,5.3,51.16853,71.38842,21,13,305.4
540,72,2,0.9,51.12155,71.43675,16,13,319.0
541,70,2,2.9,51.14471,71.39856,26,9,312.8
542,91,3,1.6,51.1424,71.42678,4,8,402.2
543,75,4,1.6,51.12198,71.4519,13,11,382.8
544,54,4,13.4,51.12347,71.62191,34,19,221.4
545,75,2,3.7,51.13809,71.48058,39,10,313.1
546,84,3,12.2,51.09376,71.26443,11,7,340.6
547,113,4,6.7,51.08812,71.50182,6,3,466.9
548,64,3,4.4,51.09318,71.39964,21,7,283.9
549,84,1,1.4,51.141,71.43326,22,17,364.6
550,83,2,1.3,51.12255,71.41432,25,3,363.5
551,81,1,4.7,51.14352,71.36798,5,10,344.8
552,82,4,9.3,51.06686,71.33965,21,17,337.0
553,85,3,7.3,51.18744,71.38333,30,11,349.6
554,62,2,1.7,51.13327,71.45283,22,17,308.9
555,108,3,3.8,51.12609,71.48494,14,5,428.4
556,79,1,1.6,51.12405,71.40862,34,17,338.0
557,68,2,6.3,51.12448,71.3412,7,12,306.0
558,104,2,1.1,51.12942,71.44558,34,16,426.0
559,65,3,2.6,51.11496,71.40018,4,3,310.5
560,98,4,2.8,51.10582,71.4122,6,10,433.5
561,86,2,5.1,51.16899,71.39744,23,15,376.4
562,64,3,2.1,51.1207,71.40325,12,9,331.0
563,114,4,1.9,51.11784,71.40979,24,11,467.3
564,89,2,3.5,51.14354,71.47403,30,16,358.1
565,59,2,2.2,51.13678,71.4589,35,3,286.3
566,70,2,8.7,51.15641,71.54732,7,5,297.5
567,97,3,3.9,51.1199,71.48488,12,25,405.9
568,63,3,0.7,51.1332,71.42569,5,10,311.9
569,53,1,1.4,51.11967,71.41637,22,25,267.9
570,82,2,2.9,51.13456,71.39062,17,25,366.5
571,37,1,1.7,51.14276,71.43718,30,14,220.4
572,73,3,4.6,51.09561,71.38985,22,7,335.7
573,70,1,5.2,51.14773,71.49833,26,11,297.2
574,108,5,0.7,51.13109,71.43937,28,19,458.3
575,83,2,8.6,51.05131,71.41594,11,20,343.4
576,101,3,10.7,51.04989,71.51986,33,23,371.7
577,75,3,3.7,51.15076,71.47062,27,5,329.0
578,72,2,7.6,51.07375,71.49746,4,22,322.2
579,70,2,4.4,51.09776,71.47131,12,5,312.0
580,82,2,2.2,51.14289,71.451,3,16,397.3
581,28,1,7.5,51.06317,71.46133,39,12,132.5
582,112,5,9.5,51.08289,71.54647,27,7,411.6
583,59,2,6.9,51.06656,71.44944,17,20,262.4
584,72,2,12.1,51.05181,71.55469,34,17,279.0
585,44,2,11.1,51.02783,71.43683,9,22,207.8
586,73,1,15.4,51.24944,71.32089,4,20,291.1
587,55,1,0.5,51.13255,71.42714,29,10,263.0
588,85,3,7.7,51.06253,71.39456,7,19,358.7
589,55,4,1.4,51.1412,71.43091,24,5,289.5
590,73,5,3.7,51.11924,71.48114,23,8,347.3
591,117,4,3.6,51.1228,71.48165,15,3,442.7
592,60,1,3.7,51.12336,71.48264,3,25,292.5
593,74,3,3.8,51.16169,71.4411,5,3,356.1
594,87,3,5.6,51.17008,71.3866,5,21,368.6
595,77,2,6.0,51.15501,71.50449,27,16,305.8
596,86,3,0.9,51.12956,71.41723,38,4,364.3
597,84,2,6.5,51.07688,71.475,33,15,321.3
598,75,4,2.2,51.12523,71.3999,33,4,346.3
599,95,2,4.8,51.1146,71.49622,5,14,393.9
600,88,3,11.6,51.21473,71.52322,32,4,325.4
601,67,1,2.4,51.14957,71.42197,31,14,278.2
602,56,1,10.9,51.16313,71.2846,12,5,228.3
603,80,2,1.3,51.12134,71.44594,39,9,332.8
604,52,2,2.1,51.13636,71.4038,30,13,249.0
605,81,3,0.9,51.11978,71.4283,8,4,376.7
606,73,4,11.8,51.19703,71.56057,35,3,297.6
607,78,4,4.5,51.14845,71.37434,28,10,344.3
608,88,3,6.0,51.15093,71.35313,12,11,367.4
609,58,1,3.9,51.1089,71.38407,13,10,271.3
610,72,4,3.0,51.15299,71.44956,38,20,350.0
611,70,1,3.0,51.10175,71.43733,24,11,293.1
612,28,1,9.3,51.21217,71.4199,32,15,141.8
613,39,2,0.8,51.13547,71.43366,20,23,239.5
614,76,4,3.4,51.15883,71.43718,25,19,361.7
615,64,3,4.7,51.1652,71.46286,38,7,282.7
616,48,1,3.1,51.13619,71.38759,26,10,242.6
617,114,5,2.2,51.14771,71.43652,12,14,486.0
618,58,1,2.4,51.1109,71.45026,10,4,291.7
619,73,1,8.6,51.20208,71.39003,30,10,287.1
620,93,3,2.8,51.10979,71.45846,7,20,404.2
621,84,2,1.2,51.1391,71.43045,13,13,362.2
622,69,2,6.4,51.18571,71.42202,20,13,291.6
623,66,4,11.4,51.19038,71.56028,21,20,289.6
624,88,4,3.0,51.1244,71.47336,6,23,387.5
625,73,1,12.4,51.1355,71.60725,29,10,263.0
626,89,3,6.0,51.11478,71.51411,3,23,359.2
627,87,2,2.9,51.15477,71.42894,35,24,348.8
628,65,1,3.8,51.09444,71.44061,15,15,288.0
629,83,4,10.2,51.18592,71.54429,7,4,360.8
630,28,3,3.9,51.16325,71.4251,18,6,189.0
631,79,2,9.9,51.04121,71.46253,4,8,315.6
632,78,3,7.1,51.18157,71.48838,13,3,331.0
633,75,1,1.3,51.12546,71.44852,27,14,321.7
634,74,1,4.3,51.13747,71.37023,33,22,322.4
635,97,3,3.0,51.13348,71.47317,37,19,421.7
636,57,4,6.1,51.0756,71.45772,7,9,273.0
637,57,2,5.8,51.1094,71.50872,4,21,283.8
638,119,3,10.7,51.04129,71.49815,38,8,420.6
639,85,3,10.6,51.03817,71.37937,39,10,310.8
640,59,2,1.0,51.13685,71.43263,30,13,259.1
641,95,5,7.1,51.07933,71.36574,8,22,389.6
642,42,3,6.7,51.16064,71.51195,23,12,210.0
643,90,2,3.3,51.10325,71.40548,3,11,385.5
644,113,4,6.5,51.11447,71.34062,18,15,459.9
645,41,1,9.1,51.0459,71.41775,18,14,161.9
646,64,3,5.5,51.15688,71.36586,9,20,326.3
647,85,3,1.8,51.11861,71.45161,4,19,383.9
648,32,1,8.0,51.05784,71.45922,8,11,184.3
649,75,1,0.5,51.12974,71.42371,10,7,343.9
650,58,1,1.5,51.14195,71.43097,3,4,296.4
651,67,3,6.1,51.15586,71.35573,2,22,321.8
652,78,4,9.2,51.1492,71.55757,1,3,350.0
653,85,3,2.6,51.15006,71.44415,6,13,384.1
654,102,5,7.0,51.19075,71.41874,0,3,447.2
655,81,3,0.5,51.13248,71.43355,40,10,354.7
656,74,4,7.9,51.07084,71.36427,11,3,322.0
657,86,4,4.3,51.15542,71.38698,5,15,402.1
658,46,2,3.7,51.16043,71.44666,4,4,226.0
659,68,3,1.1,51.13369,71.41793,8,15,363.7
660,67,3,15.8,51.21198,71.61407,5,20,278.3
661,77,3,5.5,51.09891,71.36691,3,25,318.4
662,53,1,2.6,51.13452,71.39455,24,7,236.8
663,52,3,6.7,51.16145,71.51076,32,15,239.0
664,82,3,1.0,51.11936,71.43489,8,6,371.6
665,53,2,9.6,51.15917,71.55951,7,22,261.3
666,58,1,4.0,51.14038,71.37703,18,18,258.0
667,59,2,6.5,51.10913,71.51936,37,25,237.7
668,83,2,10.2,51.03955,71.47276,28,4,321.7
669,87,5,4.0,51.11404,71.48343,26,11,368.8
670,62,3,8.1,51.12907,71.54618,31,13,252.4
671,93,3,0.7,51.12589,71.42071,35,11,406.0
672,94,3,8.4,51.08199,71.52612,7,10,362.3
673,86,3,4.7,51.08885,71.4576,10,22,387.8
674,78,2,2.8,51.10905,71.45689,17,16,353.1
675,83,2,1.4,51.13383,71.44807,23,11,323.5
676,79,5,2.5,51.10597,71.43041,32,20,352.6
677,77,3,1.4,51.13967,71.4223,25,23,335.7
678,82,2,7.4,51.07906,71.50149,38,7,316.1
679,86,1,1.0,51.11963,71.42539,2,11,378.5
680,69,2,6.8,51.09782,71.5146,33,12,305.7
681,59,1,1.5,51.11662,71.44297,0,8,286.1
682,91,4,6.9,51.10528,71.52294,31,13,369.5
683,47,1,0.6,51.12501,71.43709,5,10,264.0
684,57,2,3.8,51.13086,71.48512,34,5,257.1
685,79,3,7.5,51.18932,71.47657,34,24,332.7
686,91,4,4.8,51.17159,71.43086,33,19,380.0
687,101,3,9.2,51.06385,71.51503,33,23,361.5
688,102,4,7.6,51.06177,71.45642,9,20,388.4
689,83,4,4.2,51.14714,71.37873,9,8,371.3
690,49,3,9.3,51.20515,71.48561,2,6,221.1
691,89,5,6.0,51.18002,71.45737,10,10,387.7
692,59,1,10.0,51.15832,71.29527,1,19,254.7
693,75,2,4.7,51.11225,71.49237,16,10,319.5
694,58,1,0.4,51.12866,71.42492,10,23,285.5
695,83,3,2.3,51.12974,71.4639,28,20,368.3
696,88,3,5.4,51.09359,71.37672,39,11,342.7
697,94,5,4.1,51.12993,71.48895,39,19,379.7
698,41,2,0.9,51.1344,71.43929,19,10,243.6
699,72,4,2.3,51.11341,71.45458,21,11,349.1
700,37,2,13.9,51.02957,71.30717,8,18,161.8
701,75,2,1.9,51.1132,71.41619,31,7,291.5
702,38,2,3.7,51.11214,71.38342,21,16,216.7
703,46,2,3.4,51.15815,71.42028,2,16,251.2
704,58,1,1.1,51.13544,71.44159,1,15,299.3
705,73,2,3.0,51.15319,71.41212,3,12,348.7
706,52,1,6.7,51.18858,71.42154,5,15,264.0
707,51,1,6.0,51.0937,71.49651,1,22,247.1
708,52,2,8.8,51.20708,71.44931,17,4,216.7
709,57,2,1.8,51.14297,71.44073,25,17,292.9
710,43,1,2.6,51.13924,71.39737,28,5,211.7
711,76,1,3.5,51.13386,71.38096,26,17,326.0
712,90,2,5.8,51.09214,71.49049,38,19,344.5
713,56,2,4.4,51.089,71.42022,37,6,267.7
714,105,5,8.7,51.16284,71.54214,3,20,458.2
715,56,3,6.1,51.1774,71.39224,24,21,255.6
716,110,5,1.2,51.13879,71.42483,29,18,453.3
717,71,2,4.3,51.14282,71.37292,14,5,315.6
718,69,1,2.4,51.1426,71.45702,16,5,304.0
719,45,4,7.4,51.1332,71.32546,3,24,263.2
720,91,4,6.4,51.07076,71.4189,37,20,372.3
721,36,2,3.8,51.1464,71.38431,11,15,224.5
722,114,4,5.8,51.12911,71.51367,35,17,450.2
723,69,1,3.9,51.12148,71.37604,3,4,285.5
724,116,4,13.4,51.20546,71.57789,30,5,431.6
725,68,3,1.1,51.1302,71.44549,10,25,353.1
726,39,2,10.5,51.19854,71.53185,23,10,192.8
727,79,3,5.2,51.12179,71.35754,21,21,353.8
728,84,3,3.7,51.14455,71.47621,36,8,342.0
729,75,1,3.3,51.11969,71.38551,16,14,341.8
730,82,3,5.2,51.17398,71.44967,25,23,336.1
731,44,1,3.3,51.148,71.39533,29,18,219.7
732,69,2,3.2,51.14553,71.46646,37,16,302.0
733,78,2,13.6,51.00562,71.43038,17,17,309.3
734,103,4,9.7,51.12902,71.56967,8,10,402.7
735,33,1,14.8,50.99584,71.40298,38,3,127.9
736,86,3,5.2,51.16304,71.38,0,7,379.9
737,63,4,5.3,51.15715,71.37101,29,17,270.4
738,64,2,5.5,51.08722,71.38645,27,12,270.6
739,87,2,3.4,51.11564,71.38557,33,11,345.4
740,112,3,2.1,51.13619,71.40342,1,4,466.4
741,64,1,6.0,51.17736,71.39336,5,9,276.3
742,57,1,2.5,51.14905,71.41682,13,6,306.8
743,73,3,9.1,51.20458,71.38206,18,17,319.4
744,94,3,15.2,51.16874,71.63853,17,23,352.8
745,99,3,5.7,51.13161,71.5125,2,23,406.6
746,65,3,6.5,51.09619,71.50816,19,8,294.6
747,90,3,4.1,51.093,71.44823,14,6,361.2
748,69,2,6.8,51.18675,71.39932,40,10,261.8
749,41,1,8.6,51.05417,71.39241,21,7,186.1
750,74,2,8.4,51.16579,71.53458,20,7,307.2
751,104,5,10.1,51.03953,71.46685,14,5,408.5
752,41,1,3.3,51.10571,71.39862,24,21,217.4
753,75,3,6.2,51.07336,71.44773,26,25,316.8
754,78,3,4.5,51.11795,71.49314,24,16,355.4
755,76,3,4.5,51.12337,71.49384,34,18,337.4
756,97,3,12.3,51.23945,71.42741,5,3,370.0
757,78,2,2.3,51.14826,71.42001,37,19,326.3
758,45,2,6.0,51.16205,71.3632,16,8,227.9
759,78,1,9.1,51.20402,71.37975,28,10,310.4
760,58,4,7.8,51.15166,71.53541,2,4,274.8
761,77,4,5.4,51.07967,71.42814,14,15,348.3
762,75,4,4.6,51.14885,71.37387,39,8,305.6
763,82,3,2.6,51.14761,71.45187,39,21,340.1
764,82,3,15.3,51.18457,71.63092,1,24,300.4
765,57,3,10.2,51.17603,71.30554,0,8,276.0
766,118,5,1.8,51.12047,71.40752,25,10,482.5
767,105,5,5.4,51.17189,71.39482,12,24,453.8
768,88,3,4.8,51.12047,71.49822,39,23,352.6
769,93,4,2.9,51.11528,71.46617,9,20,412.7
770,102,4,3.4,51.11772,71.47593,30,17,405.7
771,110,3,6.7,51.15668,71.515,22,6,425.0
772,82,4,4.6,51.09755,71.47428,21,19,362.9
773,48,2,1.5,51.1363,71.44855,26,10,268.9
774,45,2,1.0,51.12207,71.44141,35,19,215.9
775,53,3,8.7,51.1783,71.52584,28,10,241.6
776,71,2,4.0,51.11936,71.37466,18,8,326.6
777,76,2,1.1,51.11867,71.43661,3,12,367.1
778,78,3,4.2,51.09116,71.44625,30,6,318.9
779,68,4,5.5,51.07808,71.42921,7,16,327.6
780,78,2,1.8,51.13958,71.41218,0,13,353.1
781,57,2,8.4,51.18708,71.50714,16,7,254.8
782,100,4,2.1,51.12584,71.40125,34,24,433.5
783,99,3,3.3,51.14179,71.38911,27,23,405.9
784,88,3,4.3,51.13902,71.48925,16,16,369.2
785,55,3,4.0,51.15777,71.39646,21,21,282.6
786,51,2,7.1,51.16418,71.51461,26,18,234.2
787,42,2,4.4,51.10734,71.37727,3,3,230.8
788,46,1,4.1,51.15767,71.39579,14,16,224.8
789,59,1,5.7,51.12208,71.34969,17,25,271.1
790,75,3,2.8,51.14756,71.40571,0,23,366.4
791,46,1,6.6,51.1081,71.51957,34,13,219.6
792,64,1,1.8,51.12215,71.40728,13,15,321.6
793,50,3,0.7,51.12459,71.42266,19,4,262.0
794,43,1,2.1,51.11012,71.43865,9,14,228.8
795,46,1,3.7,51.10366,71.39377,25,12,238.6
796,62,1,2.7,51.11651,71.46376,29,23,269.6
797,55,2,6.8,51.18931,71.43228,13,8,250.1
798,76,2,8.9,51.20795,71.41963,21,4,300.4
799,76,3,8.2,51.18884,71.49929,16,23,321.3
800,92,4,5.4,51.12423,71.35393,20,5,390.8
801,69,1,3.7,51.10113,71.40057,23,5,284.1
802,71,3,2.1,51.14428,71.44756,37,7,309.3
803,76,3,2.3,51.12053,71.46077,36,14,326.7
804,62,2,8.1,51.06938,71.36114,34,3,252.6
805,99,5,2.7,51.12803,71.4695,11,17,416.8
806,74,2,1.0,51.11953,71.42706,18,9,332.9
807,99,4,4.4,51.09687,71.39132,12,8,437.8
808,106,4,3.5,51.09692,71.42262,30,14,449.8
809,51,1,7.1,51.1185,71.33034,37,7,212.5
810,77,3,10.0,51.21453,71.47468,37,21,307.5
811,103,5,4.5,51.12642,71.36638,39,7,413.6
812,57,1,1.8,51.11737,71.44962,15,7,262.0
813,52,1,4.5,51.1522,71.37905,23,8,233.2
814,97,3,4.4,51.12305,71.49257,4,7,425.2
815,33,1,1.7,51.11259,71.42918,37,11,165.9
816,41,2,2.5,51.13856,71.39928,31,7,215.2
817,62,3,1.2,51.11838,71.43859,27,14,305.3
818,78,3,2.0,51.13941,71.45347,37,17,355.6
819,74,3,1.6,51.1167,71.41644,16,23,345.3
820,71,3,1.3,51.13778,71.44014,24,25,342.5
821,85,4,3.7,51.10927,71.47369,18,6,385.7
822,76,3,7.2,51.10159,71.33728,15,22,346.2
823,66,3,4.9,51.11399,71.497,38,4,272.4
824,53,3,0.8,51.1351,71.43421,7,18,293.5
825,83,1,3.5,51.15955,71.43835,33,7,338.0
826,60,1,3.7,51.14913,71.39014,22,11,253.0
827,94,3,8.2,51.1727,71.33686,17,13,360.5
828,76,5,2.0,51.14644,71.43566,8,21,372.1
829,97,3,8.1,51.17764,71.51707,0,14,404.2
830,85,4,2.0,51.11063,71.43909,2,5,407.2
831,82,2,4.5,51.08886,71.41248,34,14,347.0
832,81,2,4.5,51.16441,71.40081,26,25,344.7
833,57,2,5.2,51.08149,71.4228,32,19,249.3
834,97,4,0.4,51.12988,71.43567,14,13,452.3
835,35,1,13.6,51.05065,71.27899,23,18,147.5
836,83,2,5.1,51.14445,71.49854,7,11,341.0
837,48,2,11.1,51.09221,71.57959,4,9,227.0
838,77,1,4.0,51.11901,71.37452,25,16,329.3
839,61,2,4.6,51.16898,71.44061,34,16,257.4
840,62,1,5.1,51.1559,71.48843,37,19,252.4
841,94,5,7.8,51.15297,71.32607,37,19,389.8
842,68,4,1.7,51.1364,71.45139,18,20,357.4
843,50,1,11.0,51.22767,71.43755,9,25,234.8
844,92,3,6.6,51.06974,71.4116,3,13,395.9
845,86,3,11.6,51.23234,71.41344,21,15,341.2
846,59,1,1.7,51.11635,71.41528,18,19,275.8
847,109,2,3.1,51.10021,71.42297,31,15,417.9
848,65,1,5.9,51.18185,71.43695,0,16,291.1
849,70,2,2.7,51.10456,71.43846,18,12,297.9
850,54,3,0.8,51.12195,71.42605,3,16,293.7
851,64,5,4.6,51.1006,71.38229,15,7,294.0
852,98,3,2.9,51.10751,71.40624,18,4,416.3
853,73,3,5.9,51.15222,71.35534,22,5,323.0
854,72,2,3.3,51.13023,71.38362,8,7,332.7
855,67,3,5.8,51.1393,71.51103,12,7,311.8
856,100,3,1.4,51.11893,71.41665,26,13,403.8
857,50,1,3.4,51.11283,71.38779,5,3,274.9
858,51,2,3.5,51.10768,71.39227,4,21,238.1
859,88,3,2.4,51.13444,71.46423,13,24,386.2
860,90,4,4.4,51.1639,71.45915,26,22,365.3
861,79,2,3.8,51.14048,71.48092,36,24,327.8
862,82,4,4.7,51.11772,71.36549,14,12,347.7
863,91,3,2.6,51.11794,71.4638,20,7,395.9
864,49,1,6.0,51.0875,71.37305,6,24,253.0
865,99,3,3.5,51.09913,71.41232,2,19,398.6
866,86,4,6.1,51.18292,71.42637,24,25,356.7
867,61,1,12.6,51.09602,71.25797,25,10,232.6
868,108,4,4.1,51.15928,71.46355,19,9,449.4
869,87,4,1.6,51.12676,71.4534,27,18,373.8
870,53,2,6.1,51.14897,71.34965,15,9,239.9
871,61,3,7.1,51.08839,71.35155,19,5,295.9
872,52,4,5.1,51.15765,71.48744,24,6,263.5
873,62,1,9.3,51.07083,71.52778,9,8,257.5
874,61,4,9.5,51.21297,71.40731,30,18,271.0
875,83,4,6.2,51.16969,71.48968,26,17,333.6
876,90,2,1.5,51.14003,71.44248,34,17,362.5
877,60,1,2.4,51.14044,71.40298,34,11,268.1
878,66,2,9.3,51.05265,71.48939,9,16,293.5
879,81,2,4.4,51.13709,71.36865,22,5,357.7
880,59,2,6.1,51.11584,71.34554,1,9,287.6
881,78,3,3.7,51.12075,71.48181,34,23,325.7
882,77,4,3.6,51.12362,71.48096,26,9,334.0
883,55,3,3.1,51.15436,71.44835,14,22,274.9
884,50,2,4.4,51.12649,71.3677,15,12,233.6
885,57,3,3.1,51.15498,71.44362,34,25,278.6
886,55,2,3.8,51.16071,71.44779,26,19,273.1
887,57,3,1.5,51.14149,71.43445,10,15,298.8
888,71,2,2.3,51.12958,71.39827,24,20,302.7
889,93,3,6.3,51.08008,71.38176,7,5,406.7
890,87,3,4.2,51.16382,71.41002,34,21,375.6
891,61,1,4.2,51.11289,71.48608,30,16,264.6
892,69,3,2.5,51.14273,71.45883,2,12,331.0
893,73,1,4.7,51.08672,71.44699,12,14,314.4
894,93,3,9.1,51.07962,71.53499,3,10,389.3
895,116,5,4.1,51.12321,71.37258,6,19,494.9
896,69,2,2.9,51.10273,71.4412,0,17,349.3
897,93,2,2.4,51.12696,71.46489,16,12,368.6
898,71,3,6.7,51.14075,71.52504,10,13,312.1
899,67,4,5.1,51.12861,71.50316,1,7,315.4
900,68,2,9.7,51.15875,71.56012,0,24,311.0
901,75,3,2.9,51.10996,71.40165,28,14,348.4
902,62,3,1.8,51.1138,71.44155,36,15,280.8
903,78,4,1.1,51.11852,71.43123,38,5,347.7
904,75,2,3.1,51.14052,71.47088,10,20,333.3
905,95,2,6.5,51.1123,71.52007,34,9,353.3
906,66,2,7.8,51.06417,71.47839,40,23,259.8
907,62,1,2.2,51.11677,71.456,38,10,275.0
908,75,4,12.2,51.03984,71.53615,15,7,307.4
909,52,3,3.3,51.09871,71.42002,5,20,274.5
910,84,5,5.6,51.14922,71.35783,10,25,400.4
911,76,3,2.7,51.12825,71.46919,10,9,374.7
912,46,2,7.4,51.08285,71.35186,38,25,230.6
913,49,3,0.9,51.13418,71.4387,20,4,257.1
914,74,3,8.3,51.18253,71.34944,20,15,321.1
915,97,4,3.1,51.11865,71.47252,36,22,423.0
916,58,3,3.5,51.10928,71.39051,30,6,264.3
917,81,4,2.5,51.11362,71.45865,27,5,364.5
918,88,3,3.8,51.16107,71.41487,15,11,367.9
919,48,1,1.8,51.12143,71.45359,33,14,241.4
920,103,4,8.0,51.08419,71.52213,18,4,408.6
921,70,2,10.4,51.18577,71.31352,26,7,294.2
922,89,4,1.5,51.11932,71.41517,7,5,396.8
923,74,3,3.3,51.15628,71.44459,39,16,312.7
924,92,3,2.5,51.1446,71.45606,39,13,377.2
925,85,1,6.1,51.18267,71.41644,30,3,321.8
926,95,4,1.8,51.11414,71.44277,8,19,419.5
927,83,3,16.0,51.0097,71.56203,8,24,305.0
928,79,4,0.7,51.13189,71.43798,28,19,372.5
929,113,5,3.4,51.15858,71.43935,26,3,461.9
930,64,1,2.1,51.13196,71.40115,27,6,294.8
931,118,5,2.0,51.11687,71.45255,11,20,494.3
932,86,3,0.4,51.12868,71.42493,8,19,393.9
933,94,3,2.3,51.10907,71.44239,3,13,408.5
934,99,4,1.5,51.13685,71.4468,39,8,388.1
935,72,3,7.1,51.18447,71.38276,21,25,335.3
936,77,3,2.8,51.11618,71.46542,8,20,373.4
937,83,3,4.9,51.17264,71.43703,5,16,389.1
938,80,3,4.0,51.1458,71.38116,10,18,353.5
939,89,5,10.1,51.17871,71.31079,3,16,383.0
940,92,2,4.4,51.16773,71.44019,37,13,360.1
941,62,1,3.0,51.14789,71.40043,5,14,290.0
942,71,2,3.8,51.14935,71.47358,34,24,264.2
943,81,4,0.9,51.12344,71.42052,0,15,353.1
944,71,1,7.9,51.05746,71.41825,15,22,299.9
945,67,2,7.2,51.06946,71.47386,14,10,312.1
946,57,2,5.2,51.08101,71.4307,13,25,291.7
947,55,2,1.2,51.13615,71.44205,34,6,273.2
948,61,3,1.9,51.12205,71.45655,33,10,281.3
949,49,1,8.2,51.18678,71.5023,37,14,188.2
950,62,3,7.3,51.16668,71.51577,8,13,288.6
951,80,2,2.5,51.10651,71.44073,4,22,382.5
952,68,3,6.4,51.1269,71.52152,20,15,293.8
953,43,1,10.8,51.05257,71.33192,29,11,175.4
954,47,1,4.7,51.09307,71.46776,22,21,217.7
955,82,2,4.6,51.09716,71.47517,3,13,349.0
956,62,2,6.9,51.06817,71.40255,18,17,267.1
957,81,1,5.6,51.08307,71.39346,14,16,333.6
958,93,2,9.6,51.21067,71.38742,19,11,344.6
959,61,4,4.6,51.09186,71.39908,8,10,303.2
960,75,2,4.6,51.10235,71.48284,16,15,297.1
961,60,1,0.6,51.1231,71.43219,16,9,299.9
962,67,1,7.7,51.08115,71.51179,33,7,245.8
963,78,2,1.2,51.13811,71.42343,22,9,342.9
964,40,1,3.4,51.12663,71.38172,36,25,202.5
965,102,4,5.5,51.10108,71.36421,13,23,414.4
966,33,2,2.1,51.11082,71.42001,31,17,214.2
967,92,3,16.0,51.26108,71.52127,8,13,328.7
968,82,3,8.4,51.08832,71.53231,19,12,351.1
969,44,1,0.4,51.12462,71.42981,32,21,245.6
970,106,5,4.5,51.09731,71.47316,34,25,447.9
971,65,3,4.7,51.171,71.43007,26,11,275.2
972,54,3,3.9,51.11674,71.37816,16,10,263.1
973,91,3,1.1,51.12674,71.44664,31,23,385.0
974,90,5,3.5,51.10541,71.3963,24,19,389.7
975,61,3,3.9,51.13118,71.48619,18,7,305.8
976,87,3,0.8,51.12336,71.4213,11,23,380.7
977,74,2,16.0,51.11383,71.20271,1,5,297.6
978,58,1,2.6,51.10643,71.44528,2,8,289.6
979,90,3,9.4,51.18051,71.32443,20,5,347.2
980,88,4,6.3,51.10927,71.34485,39,6,333.4
981,42,2,8.5,51.05223,71.44596,24,9,190.2
982,83,2,3.9,51.09431,71.41505,18,13,343.3
983,81,2,3.7,51.10168,71.4621,30,4,343.3
984,78,3,2.6,51.12985,71.39319,16,23,371.7
985,82,3,5.4,51.15815,71.49083,19,16,352.5
986,87,4,6.1,51.14036,71.51579,11,4,365.0
987,81,3,3.2,51.09915,71.42411,0,7,375.4
988,68,2,5.0,51.11791,71.49982,8,10,312.5
989,84,3,9.6,51.20496,71.36643,22,13,353.3
990,58,1,6.5,51.18519,71.45597,4,17,259.8
991,76,2,4.7,51.14284,71.49317,22,10,332.7
992,98,4,4.9,51.12197,71.36091,18,7,411.9
993,75,3,8.3,51.09463,71.32434,1,22,338.6
994,84,5,2.2,51.10935,71.44156,24,9,371.3
